Time(s)	      V	      Theta      	Psi_V       X       Y       Z       Mass       Gamma       DeltaY       DeltaZ        Alpha       Beta       Gamma_V       nx2       ny2       nz2        mach       X       Y       Z       X0       Y0       Z0       X_delta       Y_delta        Z_delta       P       q       wx       DeltaY4       DeltaZ4       JX       YZ       S       L       mywx_beta  cy/cx 
2.860000       373.908077       0.000000       0.000000       829.786293       2.000000       0.000000       17.603729       0.000000       0.000000       3.150638       0.842896       0.000000       0.000000       5.605268       1.000000       -0.000000       1.098817       532.836244       150.411753       0.000000       530.279394       153.658971       0.000000       2.556850       -3.247218       0.000000       1500.000000       85616.092057       0.000000       0.000000       3.150638       0.021396       1.387720       0.011400       1.027000       0.000000       0.282285       
2.870000       374.456439       0.000000       0.000000       833.528117       2.000000       0.000000       17.599448       0.000000       0.000000       3.136325       0.839233       0.000000       0.000000       5.586630       1.000000       -0.000000       1.100429       536.287413       150.403473       0.000000       533.733223       153.601300       0.000000       2.554190       -3.197827       0.000000       1500.000000       85867.399899       0.000000       0.000000       3.136325       0.021382       1.386740       0.011400       1.027000       0.000000       0.280453       
2.880000       375.003169       0.000000       0.000000       837.275416       2.000000       0.000000       17.595167       0.000000       0.000000       3.126363       0.838013       0.000000       0.000000       5.571137       1.000000       -0.000000       1.102036       539.193764       150.590267       0.000000       536.642363       153.700504       0.000000       2.551401       -3.110238       0.000000       1500.000000       86118.326907       0.000000       0.000000       3.126363       0.021368       1.385760       0.011400       1.027000       0.000000       0.279288       
2.890000       375.548384       0.000000       0.000000       841.028175       2.000000       0.000000       17.590886       0.000000       0.000000       3.111915       0.835571       0.000000       0.000000       5.555693       1.000000       -0.000000       1.103638       542.090779       150.544613       0.000000       539.545149       153.573438       0.000000       2.545630       -3.028825       0.000000       1500.000000       86368.922760       0.000000       0.000000       3.111915       0.021354       1.384780       0.011400       1.027000       0.000000       0.277711       
2.900000       376.092085       0.000000       0.000000       844.786379       2.000000       0.000000       17.586605       0.000000       0.000000       3.097540       0.833130       0.000000       0.000000       5.540231       1.000000       -0.000000       1.105236       544.989727       150.495785       0.000000       542.449885       153.443531       0.000000       2.539842       -2.947745       0.000000       1500.000000       86619.185109       0.000000       0.000000       3.097540       0.021340       1.383800       0.011400       1.027000       0.000000       0.276144       
2.910000       376.634269       0.000000       0.000000       848.550012       2.000000       0.000000       17.582324       0.000000       0.000000       3.083240       0.830688       0.000000       0.000000       5.524750       1.000000       -0.000000       1.106829       547.890532       150.443788       0.000000       545.356493       153.310788       0.000000       2.534038       -2.867000       0.000000       1500.000000       86869.110093       0.000000       0.000000       3.083240       0.021326       1.382820       0.011400       1.027000       0.000000       0.274587       
2.920000       377.174929       0.000000       0.000000       852.319059       2.000000       0.000000       17.578043       0.000000       0.000000       3.073536       0.829468       0.000000       0.000000       5.509182       1.000000       -0.000000       1.108418       550.804518       150.620470       0.000000       548.273304       153.400969       0.000000       2.531214       -2.780499       0.000000       1500.000000       87118.691270       0.000000       0.000000       3.073536       0.021312       1.381840       0.011400       1.027000       0.000000       0.273455       
2.930000       377.714069       0.000000       0.000000       856.093506       2.000000       0.000000       17.573762       0.000000       0.000000       3.059374       0.827026       0.000000       0.000000       5.493666       1.000000       -0.000000       1.110002       553.708791       150.562649       0.000000       551.183406       153.263035       0.000000       2.525385       -2.700386       0.000000       1500.000000       87367.926899       0.000000       0.000000       3.059374       0.021298       1.380860       0.011400       1.027000       0.000000       0.271917       
2.940000       378.251687       0.000000       0.000000       859.873336       2.000000       0.000000       17.569481       0.000000       0.000000       3.045284       0.824585       0.000000       0.000000       5.478133       1.000000       -0.000000       1.111582       556.614690       150.501671       0.000000       554.095151       153.122284       0.000000       2.519539       -2.620613       0.000000       1500.000000       87616.813707       0.000000       0.000000       3.045284       0.021284       1.379880       0.011400       1.027000       0.000000       0.270388       
2.950000       378.787779       0.000000       0.000000       863.658534       2.000000       0.000000       17.565200       0.000000       0.000000       3.035767       0.823364       0.000000       0.000000       5.462514       1.000000       -0.000000       1.113158       559.533614       150.670933       0.000000       557.016922       153.205862       0.000000       2.516692       -2.534929       0.000000       1500.000000       87865.346348       0.000000       0.000000       3.035767       0.021270       1.378900       0.011400       1.027000       0.000000       0.269280       
2.960000       379.322343       0.000000       0.000000       867.449086       2.000000       0.000000       17.560919       0.000000       0.000000       3.021814       0.820923       0.000000       0.000000       5.446948       1.000000       -0.000000       1.114728       562.442520       150.604153       0.000000       559.931698       153.059953       0.000000       2.510822       -2.455801       0.000000       1500.000000       88113.521071       0.000000       0.000000       3.021814       0.021256       1.377920       0.011400       1.027000       0.000000       0.267768       
2.970000       379.855381       0.000000       0.000000       871.244976       2.000000       0.000000       17.556638       0.000000       0.000000       3.007931       0.818481       0.000000       0.000000       5.431367       1.000000       -0.000000       1.116295       565.352824       150.534229       0.000000       562.847886       152.911248       0.000000       2.504938       -2.377019       0.000000       1500.000000       88361.335731       0.000000       0.000000       3.007931       0.021242       1.376940       0.011400       1.027000       0.000000       0.266266       
2.980000       380.386887       0.000000       0.000000       875.046189       2.000000       0.000000       17.552357       0.000000       0.000000       2.998597       0.817261       0.000000       0.000000       5.415701       1.000000       -0.000000       1.117857       568.275983       150.696096       0.000000       565.773913       152.988261       0.000000       2.502069       -2.292166       0.000000       1500.000000       88608.785038       0.000000       0.000000       2.998597       0.021228       1.375960       0.011400       1.027000       0.000000       0.265181       
2.990000       380.916861       0.000000       0.000000       878.852709       2.000000       0.000000       17.548076       0.000000       0.000000       2.984847       0.814819       0.000000       0.000000       5.400089       1.000000       -0.000000       1.119414       571.188834       150.620394       0.000000       568.692673       152.834433       0.000000       2.496161       -2.214039       0.000000       1500.000000       88855.865316       0.000000       0.000000       2.984847       0.021214       1.374980       0.011400       1.027000       0.000000       0.263696       
3.000000       381.445303       0.000000       0.000000       882.664521       2.000000       0.000000       17.543795       0.000000       0.000000       2.973399       0.812988       0.000000       0.000000       5.384428       1.000000       -0.000000       1.120967       574.108648       150.659538       0.000000       571.616887       152.792536       0.000000       2.491760       -2.132998       0.000000       1500.000000       89102.574240       0.000000       0.000000       2.973399       0.021200       1.374000       0.011400       1.027000       0.000000       0.262423       
3.010000       381.972208       0.000000       0.000000       886.481610       2.000000       0.000000       17.539514       0.000000       0.000000       2.962013       0.811157       0.000000       0.000000       5.368753       1.000000       -0.000000       1.122516       577.029542       150.696059       0.000000       574.542191       152.748317       0.000000       2.487351       -2.052258       0.000000       1500.000000       89348.905778       0.000000       0.000000       2.962013       0.021186       1.373020       0.011400       1.027000       0.000000       0.261158       
3.020000       382.497579       0.000000       0.000000       890.303960       2.000000       0.000000       17.535233       0.000000       0.000000       2.948463       0.808716       0.000000       0.000000       5.353100       1.000000       -0.000000       1.124060       579.945652       150.611475       0.000000       577.464246       152.586625       0.000000       2.481406       -1.975149       0.000000       1500.000000       89594.858734       0.000000       0.000000       2.948463       0.021172       1.372040       0.011400       1.027000       0.000000       0.259699       
3.030000       383.021414       0.000000       0.000000       894.131556       2.000000       0.000000       17.530952       0.000000       0.000000       2.939425       0.807495       0.000000       0.000000       5.337363       1.000000       -0.000000       1.125599       582.874349       150.761255       0.000000       580.395841       152.652943       0.000000       2.478508       -1.891688       0.000000       1500.000000       89840.429263       0.000000       0.000000       2.939425       0.021158       1.371060       0.011400       1.027000       0.000000       0.258651       
3.040000       383.543708       0.000000       0.000000       897.964383       2.000000       0.000000       17.526671       0.000000       0.000000       2.926004       0.805054       0.000000       0.000000       5.321684       1.000000       -0.000000       1.127134       585.792246       150.670936       0.000000       583.319704       152.486187       0.000000       2.472542       -1.815251       0.000000       1500.000000       90085.611655       0.000000       0.000000       2.926004       0.021144       1.370080       0.011400       1.027000       0.000000       0.257209       
3.050000       384.064463       0.000000       0.000000       901.802425       2.000000       0.000000       17.522390       0.000000       0.000000       2.914864       0.803223       0.000000       0.000000       5.305957       1.000000       -0.000000       1.128664       588.716775       150.696757       0.000000       586.248677       152.432518       0.000000       2.468098       -1.735761       0.000000       1500.000000       90330.404813       0.000000       0.000000       2.914864       0.021130       1.369100       0.011400       1.027000       0.000000       0.255975       
3.060000       384.583675       0.000000       0.000000       905.645667       2.000000       0.000000       17.518109       0.000000       0.000000       2.903785       0.801392       0.000000       0.000000       5.290218       1.000000       -0.000000       1.130190       591.642004       150.719973       0.000000       589.178357       152.376554       0.000000       2.463647       -1.656581       0.000000       1500.000000       90574.802791       0.000000       0.000000       2.903785       0.021116       1.368120       0.011400       1.027000       0.000000       0.254749       
3.070000       385.101346       0.000000       0.000000       909.494093       2.000000       0.000000       17.513828       0.000000       0.000000       2.890557       0.798950       0.000000       0.000000       5.274504       1.000000       -0.000000       1.131711       594.562023       150.620843       0.000000       592.104376       152.202030       0.000000       2.457647       -1.581187       0.000000       1500.000000       90818.804559       0.000000       0.000000       2.890557       0.021102       1.367140       0.011400       1.027000       0.000000       0.253331       
3.080000       385.617471       0.000000       0.000000       913.347689       2.000000       0.000000       17.509547       0.000000       0.000000       2.881804       0.797729       0.000000       0.000000       5.258707       1.000000       -0.000000       1.133228       597.494321       150.758617       0.000000       595.039598       152.257769       0.000000       2.454722       -1.499152       0.000000       1500.000000       91062.404209       0.000000       0.000000       2.881804       0.021088       1.366160       0.011400       1.027000       0.000000       0.252318       
3.090000       386.132054       0.000000       0.000000       917.206438       2.000000       0.000000       17.505266       0.000000       0.000000       2.868700       0.795288       0.000000       0.000000       5.242971       1.000000       -0.000000       1.134740       600.415371       150.653799       0.000000       597.966668       152.078244       0.000000       2.448703       -1.424445       0.000000       1500.000000       91305.600502       0.000000       0.000000       2.868700       0.021074       1.365180       0.011400       1.027000       0.000000       0.250916       
3.100000       386.645090       0.000000       0.000000       921.070325       2.000000       0.000000       17.500985       0.000000       0.000000       2.860057       0.794067       0.000000       0.000000       5.227154       1.000000       -0.000000       1.136248       603.348600       150.786902       0.000000       600.902831       152.129876       0.000000       2.445770       -1.342974       0.000000       1500.000000       91548.388941       0.000000       0.000000       2.860057       0.021060       1.364200       0.011400       1.027000       0.000000       0.249917       
3.110000       387.156574       0.000000       0.000000       924.939334       2.000000       0.000000       17.497108       0.000000       0.000000       2.847075       0.791626       0.000000       0.000000       5.211278       1.000000       -0.000000       1.137751       606.270354       150.676413       0.000000       603.830623       151.945374       0.000000       2.439732       -1.268960       0.000000       1500.000000       91790.763915       0.000000       0.000000       2.847075       0.021046       1.363220       0.011400       1.027000       0.000000       0.248530       
3.120000       387.666497       0.000000       0.000000       928.813451       2.000000       0.000000       17.493312       0.000000       0.000000       2.838542       0.790405       0.000000       0.000000       5.195299       1.000000       -0.000000       1.139250       609.204093       150.804845       0.000000       606.767304       151.992906       0.000000       2.436790       -1.188061       0.000000       1500.000000       92032.717618       0.000000       0.000000       2.838542       0.021032       1.362240       0.011400       1.027000       0.000000       0.247544       
3.130000       388.174856       0.000000       0.000000       932.692659       2.000000       0.000000       17.489515       0.000000       0.000000       2.825681       0.787964       0.000000       0.000000       5.179383       1.000000       -0.000000       1.140744       612.126116       150.688689       0.000000       609.695383       151.803439       0.000000       2.430733       -1.114750       0.000000       1500.000000       92274.246765       0.000000       0.000000       2.825681       0.021018       1.361260       0.011400       1.027000       0.000000       0.246173       
3.140000       388.681652       0.000000       0.000000       936.576943       2.000000       0.000000       17.485719       0.000000       0.000000       2.817254       0.786743       0.000000       0.000000       5.163389       1.000000       -0.000000       1.142233       615.060012       150.812459       0.000000       612.632228       151.846888       0.000000       2.427784       -1.034429       0.000000       1500.000000       92515.348090       0.000000       0.000000       2.817254       0.021004       1.360280       0.011400       1.027000       0.000000       0.245200       
3.150000       389.186884       0.000000       0.000000       940.466287       2.000000       0.000000       17.481923       0.000000       0.000000       2.804513       0.784302       0.000000       0.000000       5.147460       1.000000       -0.000000       1.143718       617.982006       150.690656       0.000000       615.560296       151.652483       0.000000       2.421710       -0.961827       0.000000       1500.000000       92756.018362       0.000000       0.000000       2.804513       0.020990       1.359300       0.011400       1.027000       0.000000       0.243843       
3.160000       389.690548       0.000000       0.000000       944.360675       2.000000       0.000000       17.478127       0.000000       0.000000       2.796192       0.783081       0.000000       0.000000       5.131453       1.000000       -0.000000       1.145198       620.915747       150.809779       0.000000       618.496993       151.691867       0.000000       2.418754       -0.882088       0.000000       1500.000000       92996.253253       0.000000       0.000000       2.796192       0.020976       1.358320       0.011400       1.027000       0.000000       0.242883       
3.170000       390.192649       0.000000       0.000000       948.260093       2.000000       0.000000       17.474331       0.000000       0.000000       2.785745       0.781250       0.000000       0.000000       5.115475       1.000000       -0.000000       1.146673       623.843369       150.804593       0.000000       621.429140       151.610997       0.000000       2.414229       -0.806404       0.000000       1500.000000       93236.051545       0.000000       0.000000       2.785745       0.020962       1.357340       0.011400       1.027000       0.000000       0.241735       
3.180000       390.693181       0.000000       0.000000       952.164523       2.000000       0.000000       17.470535       0.000000       0.000000       2.775352       0.779419       0.000000       0.000000       5.099493       1.000000       -0.000000       1.148144       626.770714       150.796847       0.000000       624.361015       151.527893       0.000000       2.409699       -0.731046       0.000000       1500.000000       93475.408119       0.000000       0.000000       2.775352       0.020948       1.356360       0.011400       1.027000       0.000000       0.240593       
3.190000       391.192149       0.000000       0.000000       956.073951       2.000000       0.000000       17.466739       0.000000       0.000000       2.767185       0.778198       0.000000       0.000000       5.083469       1.000000       -0.000000       1.149611       629.703707       150.909287       0.000000       627.296971       151.561436       0.000000       2.406735       -0.652149       0.000000       1500.000000       93714.321822       0.000000       0.000000       2.767185       0.020934       1.355380       0.011400       1.027000       0.000000       0.239651       
3.200000       391.689547       0.000000       0.000000       959.988361       2.000000       0.000000       17.462943       0.000000       0.000000       2.754731       0.775757       0.000000       0.000000       5.067513       1.000000       -0.000000       1.151072       632.624325       150.773702       0.000000       630.223703       151.355015       0.000000       2.400622       -0.581313       0.000000       1500.000000       93952.787581       0.000000       0.000000       2.754731       0.020920       1.354400       0.011400       1.027000       0.000000       0.238331       
3.210000       392.185377       0.000000       0.000000       963.907737       2.000000       0.000000       17.459147       0.000000       0.000000       2.746665       0.774536       0.000000       0.000000       5.051481       1.000000       -0.000000       1.152530       635.556427       150.881540       0.000000       633.158775       151.384547       0.000000       2.397653       -0.503007       0.000000       1500.000000       94190.803456       0.000000       0.000000       2.746665       0.020906       1.353420       0.011400       1.027000       0.000000       0.237401       
3.220000       392.679640       0.000000       0.000000       967.832063       2.000000       0.000000       17.455350       0.000000       0.000000       2.734325       0.772095       0.000000       0.000000       5.035517       1.000000       -0.000000       1.153982       638.475988       150.740387       0.000000       636.084464       151.173283       0.000000       2.391524       -0.432896       0.000000       1500.000000       94428.366409       0.000000       0.000000       2.734325       0.020892       1.352440       0.011400       1.027000       0.000000       0.236094       
3.230000       393.172333       0.000000       0.000000       971.761324       2.000000       0.000000       17.451554       0.000000       0.000000       2.726360       0.770874       0.000000       0.000000       5.019478       1.000000       -0.000000       1.155430       641.406908       150.843639       0.000000       639.018360       151.198825       0.000000       2.388549       -0.355186       0.000000       1500.000000       94665.472282       0.000000       0.000000       2.726360       0.020878       1.351460       0.011400       1.027000       0.000000       0.235176       
3.240000       393.663458       0.000000       0.000000       975.695505       2.000000       0.000000       17.447758       0.000000       0.000000       2.718443       0.769653       0.000000       0.000000       5.003435       1.000000       -0.000000       1.156873       644.337152       150.944856       0.000000       641.951579       151.222591       0.000000       2.385573       -0.277735       0.000000       1500.000000       94902.119808       0.000000       0.000000       2.718443       0.020864       1.350480       0.011400       1.027000       0.000000       0.234264       
3.250000       394.153012       0.000000       0.000000       979.634588       2.000000       0.000000       17.443962       0.000000       0.000000       2.706266       0.767212       0.000000       0.000000       4.987463       1.000000       -0.000000       1.158312       647.254571       150.795630       0.000000       644.875147       151.004322       0.000000       2.379424       -0.208692       0.000000       1500.000000       95138.304309       0.000000       0.000000       2.706266       0.020850       1.349500       0.011400       1.027000       0.000000       0.232977       
3.260000       394.640995       0.000000       0.000000       983.578560       2.000000       0.000000       17.440166       0.000000       0.000000       2.698447       0.765991       0.000000       0.000000       4.971416       1.000000       -0.000000       1.159746       650.183186       150.892288       0.000000       647.806742       151.024130       0.000000       2.376444       -0.131842       0.000000       1500.000000       95374.022851       0.000000       0.000000       2.698447       0.020836       1.348520       0.011400       1.027000       0.000000       0.232077       
3.270000       395.127410       0.000000       0.000000       987.527403       2.000000       0.000000       17.436370       0.000000       0.000000       2.688527       0.764160       0.000000       0.000000       4.955404       1.000000       -0.000000       1.161175       653.104867       150.862236       0.000000       650.732995       150.921632       0.000000       2.371872       -0.059397       0.000000       1500.000000       95609.274554       0.000000       0.000000       2.688527       0.020822       1.347540       0.011400       1.027000       0.000000       0.230992       
3.280000       395.612254       0.000000       0.000000       991.481103       2.000000       0.000000       17.432574       0.000000       0.000000       2.678658       0.762329       0.000000       0.000000       4.939391       1.000000       -0.000000       1.162600       656.025547       150.829676       0.000000       653.658250       150.816964       0.000000       2.367296       0.012713       0.000000       1500.000000       95844.054523       0.000000       0.000000       2.678658       0.020808       1.346560       0.011400       1.027000       0.000000       0.229914       
3.290000       396.095528       0.000000       0.000000       995.439643       2.000000       0.000000       17.428778       0.000000       0.000000       2.670982       0.761108       0.000000       0.000000       4.923340       1.000000       -0.000000       1.164020       658.951225       150.919783       0.000000       656.586914       150.831086       0.000000       2.364312       0.088697       0.000000       1500.000000       96078.360780       0.000000       0.000000       2.670982       0.020794       1.345580       0.011400       1.027000       0.000000       0.229030       
3.300000       396.577231       0.000000       0.000000       999.403008       2.000000       0.000000       17.424982       0.000000       0.000000       2.661211       0.759277       0.000000       0.000000       4.907326       1.000000       -0.000000       1.165436       661.869718       150.882468       0.000000       659.509989       150.722301       0.000000       2.359729       0.160167       0.000000       1500.000000       96312.190512       0.000000       0.000000       2.661211       0.020780       1.344600       0.011400       1.027000       0.000000       0.227964       
3.310000       397.057363       0.000000       0.000000       1003.371182       2.000000       0.000000       17.421185       0.000000       0.000000       2.651491       0.757446       0.000000       0.000000       4.891311       1.000000       -0.000000       1.166847       664.786996       150.842663       0.000000       662.431854       150.611365       0.000000       2.355142       0.231298       0.000000       1500.000000       96545.540056       0.000000       0.000000       2.651491       0.020766       1.343620       0.011400       1.027000       0.000000       0.226904       
3.320000       397.535925       0.000000       0.000000       1007.344150       2.000000       0.000000       17.417389       0.000000       0.000000       2.643954       0.756226       0.000000       0.000000       4.875261       1.000000       -0.000000       1.168253       667.709087       150.926259       0.000000       665.356933       150.619849       0.000000       2.352154       0.306410       0.000000       1500.000000       96778.407529       0.000000       0.000000       2.643954       0.020752       1.342640       0.011400       1.027000       0.000000       0.226036       
3.330000       398.012917       0.000000       0.000000       1011.321895       2.000000       0.000000       17.413593       0.000000       0.000000       2.636462       0.755005       0.000000       0.000000       4.859211       1.000000       -0.000000       1.169655       670.629848       151.007857       0.000000       668.280682       150.626600       0.000000       2.349166       0.381256       0.000000       1500.000000       97010.789909       0.000000       0.000000       2.636462       0.020738       1.341660       0.011400       1.027000       0.000000       0.225173       
3.340000       398.488337       0.000000       0.000000       1015.304403       2.000000       0.000000       17.409797       0.000000       0.000000       2.624755       0.752563       0.000000       0.000000       4.843236       1.000000       -0.000000       1.171052       673.536993       150.834729       0.000000       671.194029       150.387684       0.000000       2.342964       0.447045       0.000000       1500.000000       97242.683908       0.000000       0.000000       2.624755       0.020724       1.340680       0.011400       1.027000       0.000000       0.223944       
3.350000       398.962185       0.000000       0.000000       1019.291657       2.000000       0.000000       17.406001       0.000000       0.000000       2.617355       0.751343       0.000000       0.000000       4.827189       1.000000       -0.000000       1.172445       676.454853       150.911857       0.000000       674.114879       150.390579       0.000000       2.339974       0.521278       0.000000       1500.000000       97474.086848       0.000000       0.000000       2.617355       0.020710       1.339700       0.011400       1.027000       0.000000       0.223092       
3.360000       399.434466       0.000000       0.000000       1023.283641       2.000000       0.000000       17.402205       0.000000       0.000000       2.609998       0.750122       0.000000       0.000000       4.811144       1.000000       -0.000000       1.173833       679.371189       150.987002       0.000000       677.034205       150.391757       0.000000       2.336984       0.595245       0.000000       1500.000000       97704.997861       0.000000       0.000000       2.609998       0.020696       1.338720       0.011400       1.027000       0.000000       0.222245       
3.370000       399.905176       0.000000       0.000000       1027.280341       2.000000       0.000000       17.398409       0.000000       0.000000       2.598442       0.747681       0.000000       0.000000       4.795176       1.000000       -0.000000       1.175216       682.273652       150.806018       0.000000       679.942886       150.146084       0.000000       2.330765       0.659934       0.000000       1500.000000       97935.412557       0.000000       0.000000       2.598442       0.020682       1.337740       0.011400       1.027000       0.000000       0.221035       
3.380000       400.374314       0.000000       0.000000       1031.281740       2.000000       0.000000       17.394613       0.000000       0.000000       2.591175       0.746460       0.000000       0.000000       4.779136       1.000000       -0.000000       1.176595       685.186672       150.876726       0.000000       682.858899       150.143442       0.000000       2.327773       0.733284       0.000000       1500.000000       98165.328347       0.000000       0.000000       2.591175       0.020668       1.336760       0.011400       1.027000       0.000000       0.220198       
3.390000       400.841884       0.000000       0.000000       1035.287822       2.000000       0.000000       17.390817       0.000000       0.000000       2.583951       0.745239       0.000000       0.000000       4.763100       1.000000       -0.000000       1.177969       688.097949       150.945461       0.000000       685.773167       150.139096       0.000000       2.324781       0.806365       0.000000       1500.000000       98394.743270       0.000000       0.000000       2.583951       0.020654       1.335780       0.011400       1.027000       0.000000       0.219366       
3.400000       401.307885       0.000000       0.000000       1039.298572       2.000000       0.000000       17.387020       0.000000       0.000000       2.576769       0.744019       0.000000       0.000000       4.747067       1.000000       -0.000000       1.179338       691.007413       151.012231       0.000000       688.685622       150.133053       0.000000       2.321791       0.879178       0.000000       1500.000000       98623.654798       0.000000       0.000000       2.576769       0.020640       1.334800       0.011400       1.027000       0.000000       0.218539       
3.410000       401.772315       0.000000       0.000000       1043.313974       2.000000       0.000000       17.383224       0.000000       0.000000       2.565405       0.741577       0.000000       0.000000       4.731114       1.000000       -0.000000       1.180703       693.902668       150.821012       0.000000       691.587114       149.878602       0.000000       2.315554       0.942411       0.000000       1500.000000       98852.059835       0.000000       0.000000       2.565405       0.020626       1.333820       0.011400       1.027000       0.000000       0.217352       
3.420000       402.235177       0.000000       0.000000       1047.334013       2.000000       0.000000       17.379428       0.000000       0.000000       2.558310       0.740356       0.000000       0.000000       4.715090       1.000000       -0.000000       1.182063       696.808274       150.883387       0.000000       694.495713       149.868785       0.000000       2.312561       1.014602       0.000000       1500.000000       99079.955907       0.000000       0.000000       2.558310       0.020612       1.332840       0.011400       1.027000       0.000000       0.216535       
3.430000       402.696468       0.000000       0.000000       1051.358673       2.000000       0.000000       17.375632       0.000000       0.000000       2.551257       0.739136       0.000000       0.000000       4.699071       1.000000       -0.000000       1.183419       699.711851       150.943808       0.000000       697.402281       149.857284       0.000000       2.309570       1.086523       0.000000       1500.000000       99307.339972       0.000000       0.000000       2.551257       0.020598       1.331860       0.011400       1.027000       0.000000       0.215723       
3.440000       403.156195       0.000000       0.000000       1055.387937       2.000000       0.000000       17.371836       0.000000       0.000000       2.544244       0.737915       0.000000       0.000000       4.683056       1.000000       -0.000000       1.184770       702.613363       151.002283       0.000000       700.306784       149.844108       0.000000       2.306580       1.158174       0.000000       1500.000000       99534.212032       0.000000       0.000000       2.544244       0.020584       1.330880       0.011400       1.027000       0.000000       0.214915       
3.450000       403.614353       0.000000       0.000000       1059.421791       2.000000       0.000000       17.368040       0.000000       0.000000       2.535169       0.736084       0.000000       0.000000       4.667086       1.000000       -0.000000       1.186116       705.506525       150.929870       0.000000       703.204566       149.705125       0.000000       2.301959       1.224744       0.000000       1500.000000       99760.567589       0.000000       0.000000       2.535169       0.020570       1.329900       0.011400       1.027000       0.000000       0.213931       
3.460000       404.070944       0.000000       0.000000       1063.460219       2.000000       0.000000       17.364244       0.000000       0.000000       2.526139       0.734253       0.000000       0.000000       4.651121       1.000000       -0.000000       1.187458       708.397450       150.855056       0.000000       706.100115       149.564090       0.000000       2.297334       1.290967       0.000000       1500.000000       99986.404592       0.000000       0.000000       2.526139       0.020556       1.328920       0.011400       1.027000       0.000000       0.212953       
3.470000       404.525968       0.000000       0.000000       1067.503205       2.000000       0.000000       17.360448       0.000000       0.000000       2.519251       0.733032       0.000000       0.000000       4.635126       1.000000       -0.000000       1.188795       711.292278       150.907247       0.000000       708.997934       149.545526       0.000000       2.294344       1.361721       0.000000       1500.000000       100211.720410       0.000000       0.000000       2.519251       0.020542       1.327940       0.011400       1.027000       0.000000       0.212159       
3.480000       404.979426       0.000000       0.000000       1071.550733       2.000000       0.000000       17.356651       0.000000       0.000000       2.512402       0.731812       0.000000       0.000000       4.619137       1.000000       -0.000000       1.190128       714.184763       150.957510       0.000000       711.893408       149.525306       0.000000       2.291355       1.432203       0.000000       1500.000000       100436.513663       0.000000       0.000000       2.512402       0.020528       1.326960       0.011400       1.027000       0.000000       0.211370       
3.490000       405.431321       0.000000       0.000000       1075.602788       2.000000       0.000000       17.352855       0.000000       0.000000       2.505593       0.730591       0.000000       0.000000       4.603155       1.000000       -0.000000       1.191456       717.074840       151.005849       0.000000       714.786473       149.503436       0.000000       2.288368       1.502413       0.000000       1500.000000       100660.782087       0.000000       0.000000       2.505593       0.020514       1.325980       0.011400       1.027000       0.000000       0.210586       
3.500000       405.881650       0.000000       0.000000       1079.659355       2.000000       0.000000       17.349059       0.000000       0.000000       2.498822       0.729370       0.000000       0.000000       4.587181       1.000000       -0.000000       1.192779       719.962429       151.052269       0.000000       717.677047       149.479918       0.000000       2.285382       1.572351       0.000000       1500.000000       100884.522219       0.000000       0.000000       2.498822       0.020500       1.325000       0.011400       1.027000       0.000000       0.209806       
3.510000       406.330415       0.000000       0.000000       1083.720416       2.000000       0.000000       17.345263       0.000000       0.000000       2.487913       0.726929       0.000000       0.000000       4.571290       1.000000       -0.000000       1.194098       722.834994       150.836137       0.000000       720.555888       149.204207       0.000000       2.279107       1.631930       0.000000       1500.000000       101107.732467       0.000000       0.000000       2.487913       0.020486       1.324020       0.011400       1.027000       0.000000       0.208673       
3.520000       406.777617       0.000000       0.000000       1087.785958       2.000000       0.000000       17.341467       0.000000       0.000000       2.481224       0.725708       0.000000       0.000000       4.555333       1.000000       -0.000000       1.195412       725.717415       150.878274       0.000000       723.441295       149.177036       0.000000       2.276120       1.701237       0.000000       1500.000000       101330.410650       0.000000       0.000000       2.481224       0.020472       1.323040       0.011400       1.027000       0.000000       0.207902       
3.530000       407.223255       0.000000       0.000000       1091.855963       2.000000       0.000000       17.337671       0.000000       0.000000       2.474573       0.724487       0.000000       0.000000       4.539384       1.000000       -0.000000       1.196722       728.597156       150.918507       0.000000       726.324021       149.148236       0.000000       2.273135       1.770271       0.000000       1500.000000       101552.554002       0.000000       0.000000       2.474573       0.020458       1.322060       0.011400       1.027000       0.000000       0.207136       
3.540000       407.667334       0.000000       0.000000       1095.930418       2.000000       0.000000       17.333875       0.000000       0.000000       2.467959       0.723267       0.000000       0.000000       4.523444       1.000000       -0.000000       1.198027       731.474170       150.956843       0.000000       729.204018       149.117811       0.000000       2.270152       1.839031       0.000000       1500.000000       101774.161640       0.000000       0.000000       2.467959       0.020444       1.321080       0.011400       1.027000       0.000000       0.206373       
3.550000       408.109853       0.000000       0.000000       1100.009305       2.000000       0.000000       17.330079       0.000000       0.000000       2.461383       0.722046       0.000000       0.000000       4.507513       1.000000       -0.000000       1.199327       734.348395       150.993286       0.000000       732.081224       149.085768       0.000000       2.267170       1.907517       0.000000       1500.000000       101995.231476       0.000000       0.000000       2.461383       0.020430       1.320100       0.011400       1.027000       0.000000       0.205615       
