TIME(s)       V       a11       a12       a13       a14       a15       a16       a21       a22       a23       a24       a24_       a25       a25_       a26       a31       a32       a33       a34       a35       a36       b11       b12       b13       b14       b15       b16       b17       b18       b21       b22       b23       b24       b24_       b25       b25_       b26       b27       b28       b31       b32       b33       b34       b35       b36       b37       b38       q       ny2       nz2       
0.730000       246.371695       -2.512911       0.000000       -9.800000       -21.518207       -2.627693       0.054348       2.001948       -1.628505       0.000000       -357.371661       0.000000       116.331288       0.000000       0.636943       0.000642       0.000000       0.000000       0.890419       0.021690       0.000221       -4.330855       0.000000       0.000000       0.000000       0.000000       0.000000       221.980151       41.666667       0.000000       -1.569461       0.000000       -304.035681       0.000000       92.746559       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001005       0.000000       0.814757       0.053360       -0.039737       0.000000       -0.000221       37171.263924       1.000000       -0.000000
0.740000       246.322630       -2.512390       0.000000       -9.800000       -21.507715       -2.626105       0.054348       2.003031       -1.628065       0.000000       -357.229336       0.000000       116.251976       0.000000       0.636943       0.000643       0.000000       0.000000       0.890234       0.021691       0.000221       -4.329993       0.000000       0.000000       0.000000       0.000000       0.000000       221.836969       41.666667       0.000000       -1.568964       0.000000       -303.919442       0.000000       92.698527       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001006       0.000000       0.814597       0.053347       -0.039745       0.000000       -0.000221       37156.460240       1.000000       -0.000000
0.750000       246.273582       -2.511470       0.000000       -9.800000       -21.497969       -2.624679       0.054348       2.003063       -1.627646       0.000000       -357.087086       0.000000       116.188686       0.000000       0.636943       0.000643       0.000000       0.000000       0.890049       0.021687       0.000221       -4.329130       0.000000       0.000000       0.000000       0.000000       0.000000       221.663462       41.666667       0.000000       -1.568542       0.000000       -303.798421       0.000000       92.652464       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001006       0.000000       0.814428       0.053333       -0.039753       0.000000       -0.000221       37141.664450       1.000000       -0.000000
0.760000       246.224550       -2.510950       0.000000       -9.800000       -21.487489       -2.623093       0.054348       2.004146       -1.627206       0.000000       -356.944913       0.000000       116.109489       0.000000       0.636943       0.000644       0.000000       0.000000       0.889864       0.021688       0.000221       -4.328268       0.000000       0.000000       0.000000       0.000000       0.000000       221.519983       41.666667       0.000000       -1.568045       0.000000       -303.682306       0.000000       92.604494       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001007       0.000000       0.814268       0.053320       -0.039761       0.000000       -0.000221       37126.876549       1.000000       -0.000000
0.770000       246.175536       -2.510429       0.000000       -9.800000       -21.477016       -2.621509       0.054348       2.005228       -1.626767       0.000000       -356.802818       0.000000       116.030356       0.000000       0.636943       0.000646       0.000000       0.000000       0.889679       0.021688       0.000221       -4.327407       0.000000       0.000000       0.000000       0.000000       0.000000       221.376263       41.666667       0.000000       -1.567548       0.000000       -303.566254       0.000000       92.556557       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001008       0.000000       0.814109       0.053306       -0.039769       0.000000       -0.000221       37112.096890       1.000000       -0.000000
0.780000       246.126541       -2.509710       0.000000       -9.800000       -21.466918       -2.620006       0.054348       2.005785       -1.626337       0.000000       -356.660805       0.000000       115.959253       0.000000       0.636943       0.000647       0.000000       0.000000       0.889494       0.021686       0.000221       -4.326546       0.000000       0.000000       0.000000       0.000000       0.000000       221.217555       41.666667       0.000000       -1.567089       0.000000       -303.447848       0.000000       92.509621       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001008       0.000000       0.813944       0.053293       -0.039777       0.000000       -0.000221       37097.325646       1.000000       -0.000000
0.790000       246.077561       -2.508991       0.000000       -9.800000       -21.456827       -2.618504       0.054348       2.006342       -1.625909       0.000000       -356.518867       0.000000       115.888203       0.000000       0.636943       0.000647       0.000000       0.000000       0.889309       0.021685       0.000221       -4.325685       0.000000       0.000000       0.000000       0.000000       0.000000       221.058798       41.666667       0.000000       -1.566630       0.000000       -303.329505       0.000000       92.462715       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001009       0.000000       0.813780       0.053279       -0.039785       0.000000       -0.000221       37082.562273       1.000000       -0.000000
0.800000       246.028597       -2.508472       0.000000       -9.800000       -21.446371       -2.616922       0.054348       2.007425       -1.625470       0.000000       -356.377003       0.000000       115.809248       0.000000       0.636943       0.000649       0.000000       0.000000       0.889125       0.021685       0.000221       -4.324824       0.000000       0.000000       0.000000       0.000000       0.000000       220.914542       41.666667       0.000000       -1.566134       0.000000       -303.213640       0.000000       92.414873       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001010       0.000000       0.813620       0.053265       -0.039793       0.000000       -0.000221       37067.806585       1.000000       -0.000000
0.810000       245.979653       -2.507953       0.000000       -9.800000       -21.435922       -2.615342       0.054348       2.008507       -1.625031       0.000000       -356.235225       0.000000       115.730360       0.000000       0.636943       0.000650       0.000000       0.000000       0.888940       0.021685       0.000221       -4.323964       0.000000       0.000000       0.000000       0.000000       0.000000       220.770056       41.666667       0.000000       -1.565638       0.000000       -303.097844       0.000000       92.367066       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001011       0.000000       0.813461       0.053252       -0.039800       0.000000       -0.000221       37053.059832       1.000000       -0.000000
0.820000       245.930726       -2.507036       0.000000       -9.800000       -21.426219       -2.613924       0.054348       2.008538       -1.624613       0.000000       -356.093522       0.000000       115.667429       0.000000       0.636943       0.000650       0.000000       0.000000       0.888756       0.021682       0.000221       -4.323103       0.000000       0.000000       0.000000       0.000000       0.000000       220.596603       41.666667       0.000000       -1.565217       0.000000       -302.977279       0.000000       92.321222       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001011       0.000000       0.813292       0.053238       -0.039808       0.000000       -0.000221       37038.320931       1.000000       -0.000000
0.830000       245.881815       -2.506518       0.000000       -9.800000       -21.415782       -2.612346       0.054348       2.009620       -1.624175       0.000000       -355.951895       0.000000       115.588656       0.000000       0.636943       0.000651       0.000000       0.000000       0.888571       0.021682       0.000221       -4.322244       0.000000       0.000000       0.000000       0.000000       0.000000       220.451824       41.666667       0.000000       -1.564721       0.000000       -302.861605       0.000000       92.273476       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001012       0.000000       0.813133       0.053225       -0.039816       0.000000       -0.000221       37023.589877       1.000000       -0.000000
0.840000       245.832923       -2.506000       0.000000       -9.800000       -21.405351       -2.610769       0.054348       2.010702       -1.623737       0.000000       -355.810353       0.000000       115.509948       0.000000       0.636943       0.000653       0.000000       0.000000       0.888387       0.021682       0.000221       -4.321384       0.000000       0.000000       0.000000       0.000000       0.000000       220.306816       41.666667       0.000000       -1.564226       0.000000       -302.746001       0.000000       92.225765       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001013       0.000000       0.812974       0.053211       -0.039824       0.000000       -0.000221       37008.867737       1.000000       -0.000000
0.850000       245.784048       -2.505084       0.000000       -9.800000       -21.395666       -2.609354       0.054348       2.010734       -1.623319       0.000000       -355.668887       0.000000       115.447171       0.000000       0.636943       0.000653       0.000000       0.000000       0.888203       0.021679       0.000221       -4.320525       0.000000       0.000000       0.000000       0.000000       0.000000       220.133421       41.666667       0.000000       -1.563806       0.000000       -302.625633       0.000000       92.180016       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001013       0.000000       0.812805       0.053197       -0.039832       0.000000       -0.000221       36994.153431       1.000000       -0.000000
0.860000       245.735189       -2.504567       0.000000       -9.800000       -21.385247       -2.607779       0.054348       2.011815       -1.622881       0.000000       -355.527496       0.000000       115.368578       0.000000       0.636943       0.000654       0.000000       0.000000       0.888018       0.021679       0.000221       -4.319666       0.000000       0.000000       0.000000       0.000000       0.000000       219.988121       41.666667       0.000000       -1.563310       0.000000       -302.510151       0.000000       92.132367       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001014       0.000000       0.812646       0.053184       -0.039840       0.000000       -0.000221       36979.446955       1.000000       -0.000000
0.870000       245.686348       -2.504050       0.000000       -9.800000       -21.374835       -2.606206       0.054348       2.012897       -1.622444       0.000000       -355.386184       0.000000       115.290048       0.000000       0.636943       0.000656       0.000000       0.000000       0.887834       0.021679       0.000221       -4.318808       0.000000       0.000000       0.000000       0.000000       0.000000       219.842585       41.666667       0.000000       -1.562815       0.000000       -302.394732       0.000000       92.084750       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001015       0.000000       0.812487       0.053171       -0.039848       0.000000       -0.000221       36964.748658       1.000000       -0.000000
0.880000       245.637524       -2.503534       0.000000       -9.800000       -21.364428       -2.604634       0.054348       2.013978       -1.622006       0.000000       -355.244950       0.000000       115.211580       0.000000       0.636943       0.000657       0.000000       0.000000       0.887650       0.021680       0.000221       -4.317949       0.000000       0.000000       0.000000       0.000000       0.000000       219.696812       41.666667       0.000000       -1.562320       0.000000       -302.279376       0.000000       92.037166       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001016       0.000000       0.812328       0.053158       -0.039856       0.000000       -0.000221       36950.058536       1.000000       -0.000000
0.890000       245.588717       -2.502620       0.000000       -9.800000       -21.354767       -2.603222       0.054348       2.014010       -1.621590       0.000000       -355.103792       0.000000       115.149007       0.000000       0.636943       0.000657       0.000000       0.000000       0.887466       0.021676       0.000221       -4.317091       0.000000       0.000000       0.000000       0.000000       0.000000       219.523423       41.666667       0.000000       -1.561901       0.000000       -302.159264       0.000000       91.991540       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001016       0.000000       0.812159       0.053143       -0.039864       0.000000       -0.000221       36935.376224       1.000000       -0.000000
0.900000       245.539925       -2.502104       0.000000       -9.800000       -21.344372       -2.601652       0.054348       2.015091       -1.621153       0.000000       -354.962708       0.000000       115.070653       0.000000       0.636943       0.000658       0.000000       0.000000       0.887282       0.021677       0.000221       -4.316234       0.000000       0.000000       0.000000       0.000000       0.000000       219.377362       41.666667       0.000000       -1.561406       0.000000       -302.044030       0.000000       91.944017       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001017       0.000000       0.812000       0.053130       -0.039872       0.000000       -0.000221       36920.701718       1.000000       -0.000000
0.910000       245.491154       -2.501589       0.000000       -9.800000       -21.333984       -2.600083       0.054348       2.016172       -1.620716       0.000000       -354.821710       0.000000       114.992366       0.000000       0.636943       0.000660       0.000000       0.000000       0.887098       0.021677       0.000221       -4.315376       0.000000       0.000000       0.000000       0.000000       0.000000       219.231075       41.666667       0.000000       -1.560912       0.000000       -301.928865       0.000000       91.896529       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001018       0.000000       0.811842       0.053117       -0.039879       0.000000       -0.000221       36906.036081       1.000000       -0.000000
0.920000       245.442399       -2.500676       0.000000       -9.800000       -21.324341       -2.598675       0.054348       2.016203       -1.620300       0.000000       -354.680787       0.000000       114.929945       0.000000       0.636943       0.000660       0.000000       0.000000       0.886914       0.021674       0.000221       -4.314519       0.000000       0.000000       0.000000       0.000000       0.000000       219.057746       41.666667       0.000000       -1.560493       0.000000       -301.808949       0.000000       91.850996       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001018       0.000000       0.811673       0.053103       -0.039887       0.000000       -0.000221       36891.378237       1.000000       -0.000000
0.930000       245.393660       -2.500161       0.000000       -9.800000       -21.313964       -2.597109       0.054348       2.017284       -1.619863       0.000000       -354.539938       0.000000       114.851771       0.000000       0.636943       0.000661       0.000000       0.000000       0.886731       0.021674       0.000221       -4.313663       0.000000       0.000000       0.000000       0.000000       0.000000       218.911172       41.666667       0.000000       -1.559999       0.000000       -301.693906       0.000000       91.803570       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001018       0.000000       0.811514       0.053090       -0.039895       0.000000       -0.000221       36876.728180       1.000000       -0.000000
0.940000       245.344940       -2.499647       0.000000       -9.800000       -21.303594       -2.595543       0.054348       2.018365       -1.619427       0.000000       -354.399175       0.000000       114.773662       0.000000       0.636943       0.000663       0.000000       0.000000       0.886547       0.021674       0.000222       -4.312806       0.000000       0.000000       0.000000       0.000000       0.000000       218.764373       41.666667       0.000000       -1.559505       0.000000       -301.578931       0.000000       91.756177       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001019       0.000000       0.811356       0.053076       -0.039903       0.000000       -0.000222       36862.086972       1.000000       -0.000000
0.950000       245.296237       -2.498934       0.000000       -9.800000       -21.293600       -2.594058       0.054348       2.018921       -1.619001       0.000000       -354.258485       0.000000       114.703503       0.000000       0.636943       0.000663       0.000000       0.000000       0.886363       0.021672       0.000222       -4.311950       0.000000       0.000000       0.000000       0.000000       0.000000       218.604219       41.666667       0.000000       -1.559049       0.000000       -301.461612       0.000000       91.709777       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001020       0.000000       0.811192       0.053063       -0.039911       0.000000       -0.000222       36847.453361       1.000000       -0.000000
0.960000       245.247549       -2.498222       0.000000       -9.800000       -21.283611       -2.592575       0.054348       2.019477       -1.618576       0.000000       -354.117869       0.000000       114.633396       0.000000       0.636943       0.000664       0.000000       0.000000       0.886180       0.021671       0.000222       -4.311094       0.000000       0.000000       0.000000       0.000000       0.000000       218.444018       41.666667       0.000000       -1.558593       0.000000       -301.344355       0.000000       91.663406       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001020       0.000000       0.811029       0.053049       -0.039919       0.000000       -0.000222       36832.827520       1.000000       -0.000000
0.970000       245.198877       -2.497708       0.000000       -9.800000       -21.273259       -2.591012       0.054348       2.020557       -1.618140       0.000000       -353.977326       0.000000       114.555460       0.000000       0.636943       0.000665       0.000000       0.000000       0.885996       0.021671       0.000222       -4.310239       0.000000       0.000000       0.000000       0.000000       0.000000       218.296694       41.666667       0.000000       -1.558099       0.000000       -301.229559       0.000000       91.616105       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001021       0.000000       0.810871       0.053036       -0.039927       0.000000       -0.000222       36818.209266       1.000000       -0.000000
0.980000       245.150225       -2.497195       0.000000       -9.800000       -21.262912       -2.589451       0.054348       2.021637       -1.617705       0.000000       -353.836868       0.000000       114.477590       0.000000       0.636943       0.000667       0.000000       0.000000       0.885813       0.021671       0.000222       -4.309383       0.000000       0.000000       0.000000       0.000000       0.000000       218.149146       41.666667       0.000000       -1.557606       0.000000       -301.114831       0.000000       91.568838       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001022       0.000000       0.810712       0.053023       -0.039935       0.000000       -0.000222       36803.599835       1.000000       -0.000000
0.990000       245.101589       -2.496285       0.000000       -9.800000       -21.253311       -2.588050       0.054348       2.021669       -1.617290       0.000000       -353.696485       0.000000       114.415522       0.000000       0.636943       0.000666       0.000000       0.000000       0.885629       0.021668       0.000222       -4.308528       0.000000       0.000000       0.000000       0.000000       0.000000       217.975891       41.666667       0.000000       -1.557189       0.000000       -300.995365       0.000000       91.523521       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001022       0.000000       0.810544       0.053009       -0.039943       0.000000       -0.000222       36788.998156       1.000000       -0.000000
1.000000       245.052969       -2.495773       0.000000       -9.800000       -21.242977       -2.586491       0.054348       2.022749       -1.616855       0.000000       -353.556176       0.000000       114.337765       0.000000       0.636943       0.000668       0.000000       0.000000       0.885446       0.021668       0.000222       -4.307674       0.000000       0.000000       0.000000       0.000000       0.000000       217.828062       41.666667       0.000000       -1.556696       0.000000       -300.880758       0.000000       91.476316       0.000000       0.000000       0.000000       0.636943       0.000000       -1.001023       0.000000       0.810386       0.052995       -0.039950       0.000000       -0.000222       36774.404224       1.000000       -0.000000
1.010000       245.822650       -2.323896       0.000000       -9.800000       -14.946027       -2.693562       0.054360       1.425477       -1.633277       0.000000       -276.966659       0.000000       123.547086       0.000000       0.637341       -0.000251       0.000000       0.000000       1.112751       0.019782       0.000221       -4.323726       0.000000       0.000000       0.000000       0.000000       0.000000       215.163731       41.690986       0.000000       -1.601307       0.000000       -299.939006       0.000000       92.773821       0.000000       0.000000       0.000000       0.637341       0.000000       -1.000571       0.000000       1.139327       0.053233       -0.039843       0.000000       -0.000221       37005.774546       1.000000       -0.000000
1.020000       246.592205       -2.339256       0.000000       -9.800000       -13.720604       -2.717725       0.054373       1.420179       -1.640905       0.000000       -278.953030       0.000000       124.776712       0.000000       0.637739       -0.000269       0.000000       0.000000       1.114481       0.019784       0.000220       -4.339794       0.000000       0.000000       0.000000       0.000000       0.000000       217.901514       41.715335       0.000000       -1.608974       0.000000       -301.985892       0.000000       93.586613       0.000000       0.000000       0.000000       0.637739       0.000000       -1.000566       0.000000       1.141068       0.053515       -0.039719       0.000000       -0.000220       37237.832596       1.000000       -0.000000
1.030000       247.361634       -2.354690       0.000000       -9.800000       -12.470729       -2.741979       0.054386       1.414879       -1.648551       0.000000       -280.947252       0.000000       126.013819       0.000000       0.638138       -0.000287       0.000000       0.000000       1.116218       0.019785       0.000220       -4.355880       0.000000       0.000000       0.000000       0.000000       0.000000       220.702804       41.739711       0.000000       -1.616663       0.000000       -304.040564       0.000000       94.404501       0.000000       0.000000       0.000000       0.638138       0.000000       -1.000561       0.000000       1.142816       0.053798       -0.039596       0.000000       -0.000220       37470.577628       1.000000       -0.000000
1.040000       248.130934       -2.370137       0.000000       -9.800000       -11.290286       -2.766267       0.054398       1.409919       -1.656225       0.000000       -282.949322       0.000000       127.254212       0.000000       0.638537       -0.000304       0.000000       0.000000       1.117963       0.019788       0.000219       -4.371981       0.000000       0.000000       0.000000       0.000000       0.000000       223.485220       41.764116       0.000000       -1.624373       0.000000       -306.110418       0.000000       95.232403       0.000000       0.000000       0.000000       0.638537       0.000000       -1.000556       0.000000       1.144578       0.054078       -0.039473       0.000000       -0.000219       37704.008796       1.000000       -0.000000
1.050000       248.900105       -2.385656       0.000000       -9.800000       -10.086599       -2.790649       0.054411       1.404957       -1.663917       0.000000       -284.959241       0.000000       128.502013       0.000000       0.638937       -0.000320       0.000000       0.000000       1.119715       0.019790       0.000219       -4.388099       0.000000       0.000000       0.000000       0.000000       0.000000       226.328930       41.788550       0.000000       -1.632105       0.000000       -308.188154       0.000000       96.065494       0.000000       0.000000       0.000000       0.638937       0.000000       -1.000552       0.000000       1.146347       0.054360       -0.039352       0.000000       -0.000219       37938.125246       1.000000       -0.000000
1.060000       249.669145       -2.401315       0.000000       -9.800000       -9.689141       -2.815179       0.054424       1.399652       -1.671617       0.000000       -286.977008       0.000000       129.761526       0.000000       0.639337       -0.000338       0.000000       0.000000       1.121474       0.019789       0.000218       -4.404234       0.000000       0.000000       0.000000       0.000000       0.000000       229.322197       41.813012       0.000000       -1.639858       0.000000       -310.266265       0.000000       96.898845       0.000000       0.000000       0.000000       0.639337       0.000000       -1.000547       0.000000       1.148114       0.054646       -0.039231       0.000000       -0.000218       38172.926305       1.000000       -0.000000
1.070000       250.438051       -2.417051       0.000000       -9.800000       -9.695230       -2.839798       0.054436       1.394347       -1.679334       0.000000       -289.002621       0.000000       131.028550       0.000000       0.639738       -0.000356       0.000000       0.000000       1.123240       0.019787       0.000217       -4.420386       0.000000       0.000000       0.000000       0.000000       0.000000       232.382658       41.837503       0.000000       -1.647633       0.000000       -312.352145       0.000000       97.737374       0.000000       0.000000       0.000000       0.639738       0.000000       -1.000542       0.000000       1.149886       0.054934       -0.039110       0.000000       -0.000217       38408.410916       1.000000       -0.000000
1.080000       251.206824       -2.432864       0.000000       -9.800000       -9.700878       -2.864506       0.054449       1.389041       -1.687070       0.000000       -291.036079       0.000000       132.303094       0.000000       0.640139       -0.000374       0.000000       0.000000       1.125013       0.019783       0.000217       -4.436553       0.000000       0.000000       0.000000       0.000000       0.000000       235.511261       41.862023       0.000000       -1.655430       0.000000       -314.445788       0.000000       98.581101       0.000000       0.000000       0.000000       0.640139       0.000000       -1.000537       0.000000       1.151665       0.055223       -0.038991       0.000000       -0.000217       38644.578296       1.000000       -0.000000
1.090000       251.975461       -2.448611       0.000000       -9.800000       -9.707549       -2.889202       0.054462       1.384421       -1.694843       0.000000       -293.077383       0.000000       133.576305       0.000000       0.640541       -0.000390       0.000000       0.000000       1.126794       0.019785       0.000216       -4.452738       0.000000       0.000000       0.000000       0.000000       0.000000       238.521578       41.886571       0.000000       -1.663248       0.000000       -316.562527       0.000000       99.440100       0.000000       0.000000       0.000000       0.640541       0.000000       -1.000533       0.000000       1.153467       0.055505       -0.038872       0.000000       -0.000216       38881.427849       1.000000       -0.000000
1.100000       252.743962       -2.464575       0.000000       -9.800000       -9.712312       -2.914089       0.054475       1.379116       -1.702615       0.000000       -295.126531       0.000000       134.865819       0.000000       0.640943       -0.000408       0.000000       0.000000       1.128581       0.019780       0.000216       -4.468939       0.000000       0.000000       0.000000       0.000000       0.000000       241.785049       41.911148       0.000000       -1.671088       0.000000       -318.671797       0.000000       100.294341       0.000000       0.000000       0.000000       0.640943       0.000000       -1.000528       0.000000       1.155257       0.055796       -0.038754       0.000000       -0.000216       39118.958782       1.000000       -0.000000
1.110000       253.512323       -2.480468       0.000000       -9.800000       -9.718108       -2.938969       0.054487       1.374499       -1.710424       0.000000       -297.183518       0.000000       136.153827       0.000000       0.641346       -0.000423       0.000000       0.000000       1.130375       0.019781       0.000215       -4.485157       0.000000       0.000000       0.000000       0.000000       0.000000       244.923488       41.935754       0.000000       -1.678950       0.000000       -320.804366       0.000000       101.163994       0.000000       0.000000       0.000000       0.641346       0.000000       -1.000524       0.000000       1.157071       0.056080       -0.038637       0.000000       -0.000215       39357.169520       1.000000       -0.000000
1.120000       254.280538       -2.498044       0.000000       -9.800000       -9.721697       -2.224229       0.054500       1.369130       -1.718231       0.000000       -299.248331       0.000000       138.520342       0.000000       0.641750       -0.000440       0.000000       0.000000       1.132176       0.023995       0.000214       -4.501391       0.000000       0.000000       0.000000       0.000000       0.000000       248.325490       41.960389       0.000000       -1.686833       0.000000       -322.929220       0.000000       102.028821       0.000000       0.000000       0.000000       0.641750       0.000000       -1.000519       0.000000       1.158873       0.056374       -0.038520       0.000000       -0.000214       39596.057923       1.000000       -0.000000
1.130000       255.048598       -2.515422       0.000000       -9.800000       -9.726779       -1.555236       0.054513       1.364443       -1.726077       0.000000       -301.320951       0.000000       139.881765       0.000000       0.642154       -0.000454       0.000000       0.000000       1.133984       0.023939       0.000214       -4.517641       0.000000       0.000000       0.000000       0.000000       0.000000       251.595535       41.985053       0.000000       -1.694738       0.000000       -325.077555       0.000000       102.909194       0.000000       0.000000       0.000000       0.642154       0.000000       -1.000515       0.000000       1.160699       0.056660       -0.038404       0.000000       -0.000214       39835.620681       1.000000       -0.000000
1.140000       255.816502       -2.533146       0.000000       -9.800000       -9.730331       -0.869043       0.054525       1.359053       -1.733920       0.000000       -303.401378       0.000000       141.268854       0.000000       0.642558       -0.000470       0.000000       0.000000       1.135799       0.023864       0.000213       -4.533908       0.000000       0.000000       0.000000       0.000000       0.000000       255.139747       42.009746       0.000000       -1.702664       0.000000       -327.217922       0.000000       103.784671       0.000000       0.000000       0.000000       0.642558       0.000000       -1.000510       0.000000       1.162513       0.056956       -0.038289       0.000000       -0.000213       40075.857138       1.000000       -0.000000
1.150000       256.584249       -2.550642       0.000000       -9.800000       -9.735365       -0.875593       0.054538       1.354348       -1.741801       0.000000       -305.489608       0.000000       142.646829       0.000000       0.642963       -0.000483       0.000000       0.000000       1.137620       0.023804       0.000213       -4.550191       0.000000       0.000000       0.000000       0.000000       0.000000       258.544946       42.034468       0.000000       -1.710612       0.000000       -329.381988       0.000000       104.675840       0.000000       0.000000       0.000000       0.642963       0.000000       -1.000506       0.000000       1.164350       0.057245       -0.038175       0.000000       -0.000213       40316.766378       1.000000       -0.000000
1.160000       257.351835       -2.568199       0.000000       -9.800000       -9.740372       -0.882221       0.054551       1.349634       -1.749701       0.000000       -307.585637       0.000000       144.033039       0.000000       0.643368       -0.000497       0.000000       0.000000       1.139448       0.023742       0.000212       -4.566490       0.000000       0.000000       0.000000       0.000000       0.000000       262.016790       42.059219       0.000000       -1.718581       0.000000       -331.553966       0.000000       105.572462       0.000000       0.000000       0.000000       0.643368       0.000000       -1.000502       0.000000       1.166192       0.057535       -0.038061       0.000000       -0.000212       40558.347074       1.000000       -0.000000
1.170000       258.119261       -2.585958       0.000000       -9.800000       -9.744616       -0.888981       0.054564       1.344563       -1.757608       0.000000       -309.689463       0.000000       145.436429       0.000000       0.643774       -0.000512       0.000000       0.000000       1.141282       0.023669       0.000211       -4.582806       0.000000       0.000000       0.000000       0.000000       0.000000       265.667616       42.084000       0.000000       -1.726572       0.000000       -333.725729       0.000000       106.469326       0.000000       0.000000       0.000000       0.643774       0.000000       -1.000497       0.000000       1.168032       0.057830       -0.037948       0.000000       -0.000211       40800.598361       1.000000       -0.000000
1.180000       258.886525       -2.603777       0.000000       -9.800000       -9.748845       -0.895826       0.054576       1.339484       -1.765533       0.000000       -311.801087       0.000000       146.848223       0.000000       0.644180       -0.000526       0.000000       0.000000       1.143123       0.023595       0.000211       -4.599138       0.000000       0.000000       0.000000       0.000000       0.000000       269.391470       42.108809       0.000000       -1.734585       0.000000       -335.905280       0.000000       107.371636       0.000000       0.000000       0.000000       0.644180       0.000000       -1.000493       0.000000       1.169877       0.058126       -0.037836       0.000000       -0.000211       41043.519917       1.000000       -0.000000
1.190000       259.653625       -2.621512       0.000000       -9.800000       -9.753781       -0.902701       0.054589       1.334744       -1.773487       0.000000       -313.920502       0.000000       148.259377       0.000000       0.644587       -0.000539       0.000000       0.000000       1.144970       0.023528       0.000210       -4.615487       0.000000       0.000000       0.000000       0.000000       0.000000       273.073141       42.133648       0.000000       -1.742619       0.000000       -338.100846       0.000000       108.284693       0.000000       0.000000       0.000000       0.644587       0.000000       -1.000489       0.000000       1.171736       0.058419       -0.037724       0.000000       -0.000210       41287.110185       1.000000       -0.000000
1.200000       260.420558       -2.639306       0.000000       -9.800000       -9.758692       -0.909659       0.054602       1.329997       -1.781458       0.000000       -316.047705       0.000000       149.678834       0.000000       0.644995       -0.000552       0.000000       0.000000       1.146824       0.023459       0.000210       -4.631852       0.000000       0.000000       0.000000       0.000000       0.000000       276.824979       42.158516       0.000000       -1.750675       0.000000       -340.304300       0.000000       109.203287       0.000000       0.000000       0.000000       0.644995       0.000000       -1.000485       0.000000       1.173601       0.058714       -0.037613       0.000000       -0.000210       41531.368147       1.000000       -0.000000
1.210000       261.187324       -2.657159       0.000000       -9.800000       -9.763578       -0.916699       0.054615       1.325242       -1.789448       0.000000       -318.182692       0.000000       151.106612       0.000000       0.645403       -0.000565       0.000000       0.000000       1.148684       0.023387       0.000209       -4.648233       0.000000       0.000000       0.000000       0.000000       0.000000       280.647866       42.183413       0.000000       -1.758753       0.000000       -342.515635       0.000000       110.127438       0.000000       0.000000       0.000000       0.645403       0.000000       -1.000481       0.000000       1.175471       0.059009       -0.037503       0.000000       -0.000209       41776.292845       1.000000       -0.000000
1.220000       261.953920       -2.675071       0.000000       -9.800000       -9.768440       -0.923825       0.054627       1.320479       -1.797456       0.000000       -320.325460       0.000000       152.542726       0.000000       0.645811       -0.000578       0.000000       0.000000       1.150551       0.023315       0.000209       -4.664631       0.000000       0.000000       0.000000       0.000000       0.000000       284.542689       42.208340       0.000000       -1.766852       0.000000       -344.734845       0.000000       111.057167       0.000000       0.000000       0.000000       0.645811       0.000000       -1.000477       0.000000       1.177346       0.059306       -0.037393       0.000000       -0.000209       42021.883314       1.000000       -0.000000
1.230000       262.720346       -2.693043       0.000000       -9.800000       -9.773278       -0.931035       0.054640       1.315709       -1.805482       0.000000       -322.476005       0.000000       153.987194       0.000000       0.646220       -0.000590       0.000000       0.000000       1.152423       0.023240       0.000208       -4.681045       0.000000       0.000000       0.000000       0.000000       0.000000       288.510340       42.233297       0.000000       -1.774973       0.000000       -346.961923       0.000000       111.992495       0.000000       0.000000       0.000000       0.646220       0.000000       -1.000473       0.000000       1.179227       0.059603       -0.037284       0.000000       -0.000208       42268.138583       1.000000       -0.000000
