TIME(s)       V       a22       a24       a25       a34       a35       b22       b24       b25       b34       b35       c11       c33       KDX       TDX       Km_a       Km_b       ny2       nz2       Wm       Xim       Wm_b       Xim_b       q       theta
1.560000       287.803869       -2.117168       -388.367635       214.081898       1.217192       0.009817       -2.102077       -419.275078       146.301175       1.245054       0.066680       5.230020       -823.445761       157.446020       0.191204        194.638285       143.331559       1.000000       -0.000000       19.772320       0.084319       20.540016       0.081478       50724.638698       0.000000       
1.570000       288.552989       -2.127655       -390.276410       216.239363       1.219225       0.009163       -2.113207       -421.449384       147.447681       1.247133       0.066844       5.246797       -849.150850       161.841768       0.190592        196.266556       144.287145       1.000000       -0.000000       19.820961       0.084428       20.593320       0.081588       50989.043277       0.000000       
1.580000       289.301331       -2.138189       -392.188474       218.379605       1.221262       0.008532       -2.124372       -423.651037       148.615432       1.249237       0.066996       5.263580       -874.728620       166.185113       0.189985        197.883458       145.252082       1.000000       -0.000000       19.869569       0.084538       20.647152       0.081697       51253.859273       0.000000       
1.590000       290.048887       -2.148722       -394.103812       220.564138       1.223302       0.007868       -2.135543       -425.830911       149.774207       1.251320       0.067161       5.280369       -900.901389       170.613337       0.189381        199.528520       146.217869       1.000000       -0.000000       19.918141       0.084647       20.700318       0.081807       51519.081658       0.000000       
1.600000       290.795651       -2.159303       -396.022419       222.730452       1.225346       0.007227       -2.146748       -428.038636       150.954611       1.253429       0.067314       5.297164       -926.943388       174.988610       0.188780        201.161563       147.193074       1.000000       -0.000000       19.966680       0.084757       20.754022       0.081916       51784.706787       0.000000       
1.610000       291.541616       -2.169881       -397.944280       224.942037       1.227392       0.006553       -2.157959       -430.223941       152.125707       1.255518       0.067480       5.313965       -953.585282       179.448922       0.188183        202.823330       148.169115       1.000000       -0.000000       20.015184       0.084867       20.807049       0.082027       52050.729586       0.000000       
1.620000       292.286776       -2.180506       -399.869386       227.134390       1.229442       0.005902       -2.169205       -432.437599       153.318819       1.257631       0.067634       5.330771       -980.092823       183.855720       0.187590        204.472419       149.154638       1.000000       -0.000000       20.063654       0.084978       20.860625       0.082136       52317.145660       0.000000       
1.630000       293.031126       -2.191155       -401.797730       223.159350       1.231495       0.004176       -2.180471       -434.654324       154.518398       1.259747       0.067789       5.347583       -1006.832617       188.278055       0.187000        200.304441       150.145350       1.000000       -0.000000       20.112089       0.085089       20.914138       0.082246       52583.951146       0.000000       
1.640000       293.774652       -2.201825       -403.729284       225.058131       1.233551       0.003547       -2.191757       -436.874063       155.724450       1.261866       0.067943       5.364401       -1033.804702       192.715781       0.186414        201.696415       151.141255       1.000000       -0.000000       20.160490       0.085201       20.967588       0.082356       52851.138760       0.000000       
1.650000       294.517341       -2.212505       -405.664024       227.150797       1.235609       0.002939       -2.203055       -439.083409       156.928740       1.263974       0.068105       5.381223       -1061.197528       197.203770       0.185831        203.265545       152.140155       1.000000       -0.000000       20.208855       0.085312       21.020657       0.082467       53118.701457       0.000000       
1.660000       295.259187       -2.223207       -407.601941       229.254830       1.237671       0.002327       -2.214371       -441.295395       158.139336       1.266085       0.068268       5.398051       -1088.825105       201.707087       0.185252        204.841794       153.144246       1.000000       -0.000000       20.257185       0.085423       21.073656       0.082578       53386.634914       0.000000       
1.670000       296.000183       -2.233957       -409.543024       231.351874       1.239736       0.001724       -2.225726       -443.537287       159.373099       1.268222       0.068417       5.414883       -1116.306595       206.155250       0.184676        206.412129       154.157976       1.000000       -0.000000       20.305481       0.085536       21.127234       0.082688       53654.934308       0.000000       
1.680000       296.740323       -2.244716       -411.487262       233.469078       1.241803       0.001111       -2.237091       -445.768541       160.605048       1.270349       0.068574       5.431720       -1144.210647       210.653455       0.184104        207.995818       155.174727       1.000000       -0.000000       20.353741       0.085648       21.180426       0.082799       53923.594962       0.000000       
1.690000       297.479600       -2.255509       -413.434644       235.587971       1.243873       0.000501       -2.248485       -448.016580       161.852141       1.272490       0.068723       5.448562       -1172.155346       215.131134       0.183535        209.579752       156.198956       1.000000       -0.000000       20.401966       0.085761       21.233882       0.082909       54192.612340       0.000000       
1.700000       298.218009       -2.266311       -415.385162       237.727229       1.245946       -0.000118       -2.259888       -450.253620       163.097261       1.274621       0.068881       5.465408       -1200.525210       219.658826       0.182969        211.177144       157.226210       1.000000       -0.000000       20.450156       0.085874       21.286947       0.083021       54461.981894       0.000000       
1.710000       298.955544       -2.277135       -417.338807       239.877552       1.248021       -0.000740       -2.271311       -452.493434       164.348942       1.276753       0.069039       5.482259       -1229.128862       224.201153       0.182407        212.781391       158.258729       1.000000       -0.000000       20.498310       0.085987       21.339947       0.083132       54731.699230       0.000000       
1.720000       299.692195       -2.287980       -419.295562       242.038915       1.250099       -0.001366       -2.282753       -454.735978       165.607191       1.278888       0.069197       5.499114       -1257.966372       228.757989       0.181847        214.392461       159.296519       1.000000       -0.000000       20.546429       0.086100       21.392881       0.083244       55001.758384       0.000000       
1.730000       300.427960       -2.298873       -421.255423       244.191554       1.252179       -0.001983       -2.294236       -457.010335       166.890008       1.281049       0.069341       5.515974       -1286.644033       233.257818       0.181292        215.996420       160.344135       1.000000       -0.000000       20.594514       0.086214       21.446430       0.083354       55272.155783       0.000000       
1.740000       301.162831       -2.309761       -423.218380       246.374723       1.254262       -0.002615       -2.305715       -459.258566       168.161634       1.283187       0.069500       5.532837       -1315.947858       237.843217       0.180739        217.620919       161.392522       1.000000       -0.000000       20.642563       0.086327       21.499238       0.083466       55542.886819       0.000000       
1.750000       301.896799       -2.320683       -425.184417       248.558763       1.256348       -0.003244       -2.317225       -461.524291       169.449051       1.285340       0.069652       5.549705       -1345.286883       242.406918       0.180190        219.245053       162.448497       1.000000       -0.000000       20.690578       0.086441       21.552325       0.083577       55813.945603       0.000000       
1.760000       302.629863       -2.331626       -427.153533       250.753541       1.258435       -0.003876       -2.328754       -463.792937       170.743287       1.287494       0.069804       5.566576       -1374.858386       246.984550       0.179644        220.875759       163.509804       1.000000       -0.000000       20.738557       0.086555       21.605351       0.083689       56085.328738       0.000000       
1.770000       303.362012       -2.342591       -429.125709       252.959027       1.260526       -0.004511       -2.340302       -466.064462       172.044351       1.289650       0.069957       5.583452       -1404.662355       251.575983       0.179101        222.513001       164.576447       1.000000       -0.000000       20.786501       0.086670       21.658316       0.083800       56357.030099       0.000000       
1.780000       304.093243       -2.353576       -431.100945       255.175211       1.262618       -0.005150       -2.351868       -468.338849       173.352263       1.291808       0.070109       5.600331       -1434.699071       256.181133       0.178561        224.156757       165.648441       1.000000       -0.000000       20.834409       0.086784       21.711219       0.083912       56629.046470       0.000000       
1.790000       304.823548       -2.364595       -433.079222       257.391463       1.264712       -0.005785       -2.363466       -470.631529       174.676603       1.293980       0.070255       5.617213       -1464.764924       260.763630       0.178024        225.799578       166.728105       1.000000       -0.000000       20.882283       0.086899       21.764416       0.084024       56901.371477       0.000000       
1.800000       305.552921       -2.375609       -435.060537       259.639558       1.266809       -0.006436       -2.375056       -472.896059       175.988667       1.296128       0.070416       5.634099       -1495.470768       265.432092       0.177491        227.463673       167.808505       1.000000       -0.000000       20.930121       0.087014       21.816838       0.084136       57174.001340       0.000000       
1.810000       306.281355       -2.386901       -437.220363       261.833630       1.269014       -0.007050       -2.386899       -475.371335       177.317467       1.298414       0.070562       5.650989       -1524.918327       269.849828       0.176960        229.015956       168.849041       1.000000       -0.000000       20.982120       0.087120       21.873969       0.084240       57446.930374       0.000000       
1.820000       307.008644       -2.404019       -443.907833       263.034330       1.273951       -0.007055       -2.403961       -482.246971       178.312181       1.303422       0.070787       5.667878       -1528.760497       269.723624       0.176433        228.012512       168.597856       1.000000       -0.000000       21.141675       0.086984       22.031349       0.084139       57720.078490       0.000000       
1.830000       307.734600       -2.421181       -450.638995       264.239145       1.278898       -0.007060       -2.421066       -489.163710       179.314122       1.308439       0.071012       5.684763       -1532.583397       269.594965       0.175909        227.038137       168.363820       1.000000       -0.000000       21.301067       0.086852       22.188545       0.084041       57993.372496       0.000000       
1.840000       308.459216       -2.438386       -457.413765       265.448108       1.283855       -0.007063       -2.438213       -496.121422       180.323333       1.313464       0.071237       5.701644       -1536.387055       269.463886       0.175388        226.092008       168.146512       1.000000       -0.000000       21.460296       0.086724       22.345557       0.083947       58266.805649       0.000000       
1.850000       309.182484       -2.455633       -464.232054       266.661252       1.288823       -0.007067       -2.455402       -503.119974       181.339855       1.318497       0.071461       5.718520       -1540.171503       269.330420       0.174870        225.173335       167.945531       1.000000       -0.000000       21.619365       0.086600       22.502387       0.083856       58540.371196       0.000000       
1.860000       309.904395       -2.472923       -471.093769       267.878611       1.293801       -0.007069       -2.472632       -510.159229       182.363730       1.323538       0.071685       5.735393       -1543.936774       269.194602       0.174356        224.281359       167.760486       1.000000       -0.000000       21.778274       0.086479       22.659035       0.083767       58814.062378       0.000000       
1.870000       310.624940       -2.490254       -477.998815       269.100217       1.298790       -0.007071       -2.489903       -517.239047       183.395000       1.328586       0.071909       5.752261       -1547.682905       269.056465       0.173845        223.415352       167.591005       1.000000       -0.000000       21.937026       0.086362       22.815501       0.083682       59087.872430       0.000000       
1.880000       311.344112       -2.507627       -484.947094       270.326104       1.303787       -0.007073       -2.507215       -524.359286       184.433705       1.333642       0.072132       5.769124       -1551.409938       268.916046       0.173337        222.574613       167.436727       1.000000       -0.000000       22.095622       0.086248       22.971787       0.083599       59361.794580       0.000000       
1.890000       312.061900       -2.525041       -491.938485       271.556304       1.308795       -0.007074       -2.524566       -531.519779       185.479884       1.338706       0.072355       5.785982       -1555.117916       268.773379       0.172832        221.758473       167.297305       1.000000       -0.000000       22.254061       0.086138       23.127893       0.083520       59635.821225       0.000000       
1.900000       312.778296       -2.542495       -498.972883       272.790848       1.313812       -0.007075       -2.541958       -538.720376       186.533575       1.343776       0.072578       5.802835       -1558.806887       268.628501       0.172330        220.966283       167.172406       1.000000       -0.000000       22.412346       0.086031       23.283818       0.083443       59909.945570       0.000000       
1.910000       313.493292       -2.560018       -506.050189       274.007901       1.318838       -0.007062       -2.559416       -545.995990       187.614642       1.348881       0.072785       5.819683       -1562.043129       268.406910       0.171831        220.183748       167.065778       1.000000       -0.000000       22.570477       0.085928       23.440314       0.083367       60184.161229       0.000000       
1.920000       314.206881       -2.577552       -513.170293       275.251221       1.323874       -0.007062       -2.576887       -553.276713       188.683509       1.353966       0.073007       5.836526       -1565.691994       268.257542       0.171335        219.437745       166.968910       1.000000       -0.000000       22.728455       0.085827       23.595884       0.083295       60458.461405       0.000000       
1.930000       314.919051       -2.595141       -520.333044       276.488030       1.328919       -0.007054       -2.594409       -560.614935       189.769943       1.359071       0.073221       5.853362       -1569.102878       268.068632       0.170842        218.707187       166.887611       1.000000       -0.000000       22.886279       0.085730       23.751651       0.083225       60732.837808       0.000000       
1.940000       315.629797       -2.612768       -527.538359       279.912434       1.333972       -0.007377       -2.611971       -567.993004       190.864075       1.364182       0.073435       5.870194       -1572.492721       267.877482       0.170352        219.625423       166.819555       1.000000       -0.000000       23.043952       0.085635       23.907242       0.083158       61007.285027       0.000000       
1.950000       316.339096       -2.630434       -534.785979       290.724188       1.339034       -0.008908       -2.629570       -575.410613       191.965926       1.369300       0.073649       5.887019       -1575.861591       267.684141       0.169865        225.968048       166.764467       1.000000       -0.000000       23.201470       0.085543       24.062653       0.083093       61281.790676       0.000000       
1.960000       317.046937       -2.648138       -542.075725       292.155754       1.344104       -0.009014       -2.647206       -582.867537       193.075527       1.374425       0.073862       5.903838       -1579.209557       267.488651       0.169381        225.336194       166.722077       1.000000       -0.000000       23.358833       0.085455       24.217884       0.083030       61556.345709       0.000000       
1.970000       317.753306       -2.665894       -549.407437       293.570232       1.349183       -0.009101       -2.664893       -590.382190       194.202906       1.379569       0.074067       5.920650       -1582.313042       267.253276       0.168900        224.712491       166.693999       1.000000       -0.000000       23.516042       0.085369       24.373317       0.082969       61830.942133       0.000000       
1.980000       318.458199       -2.683658       -556.780995       295.031719       1.354270       -0.009221       -2.682589       -597.898562       195.318113       1.384691       0.074288       5.937455       -1585.843059       267.091374       0.168422        224.129640       166.674358       1.000000       -0.000000       23.673094       0.085285       24.527803       0.082912       62105.573644       0.000000       
1.990000       319.161607       -2.701488       -564.196262       296.454821       1.359364       -0.009306       -2.700349       -605.491309       196.461197       1.389847       0.074492       5.954254       -1588.902829       266.851719       0.167947        223.543239       166.670351       1.000000       -0.000000       23.829993       0.085205       24.682876       0.082855       62380.233336       0.000000       
2.000000       319.863521       -2.719355       -571.653077       297.882276       1.364466       -0.009390       -2.718145       -613.122998       197.612198       1.395009       0.074696       5.971045       -1591.939722       266.609896       0.167475        222.974964       166.677997       1.000000       -0.000000       23.986737       0.085127       24.837770       0.082800       62654.913550       0.000000       
2.010000       320.563933       -2.737243       -579.151299       299.335431       1.369576       -0.009490       -2.735962       -620.774090       198.761097       1.400161       0.074908       5.987829       -1595.182000       266.404053       0.167005        222.434935       166.695296       1.000000       -0.000000       24.143325       0.085051       24.992096       0.082749       62929.607497       0.000000       
2.020000       321.262838       -2.755167       -586.690811       300.792972       1.374694       -0.009589       -2.753814       -628.463413       199.917957       1.405319       0.075119       6.004606       -1598.403834       266.196281       0.166539        221.911958       166.723848       1.000000       -0.000000       24.299760       0.084977       25.146240       0.082699       63204.309417       0.000000       
2.030000       321.960226       -2.773140       -594.271433       302.233611       1.379818       -0.009670       -2.771715       -636.210481       201.092892       1.410497       0.075322       6.021375       -1601.374851       265.948347       0.166075        221.395351       166.765158       1.000000       -0.000000       24.456039       0.084907       25.300592       0.082650       63479.011258       0.000000       
2.040000       322.656088       -2.791149       -601.893009       303.678695       1.384950       -0.009749       -2.789650       -643.995739       202.275879       1.415679       0.075525       6.038137       -1604.323326       265.698395       0.165614        220.895280       166.817249       1.000000       -0.000000       24.612164       0.084838       25.454764       0.082604       63753.705985       0.000000       
2.050000       323.350417       -2.809192       -609.555381       305.128250       1.390088       -0.009828       -2.807619       -651.818992       203.466952       1.420867       0.075728       6.054891       -1607.249349       265.446465       0.165156        220.411378       166.879921       1.000000       -0.000000       24.768133       0.084772       25.608753       0.082559       64028.386695       0.000000       
2.060000       324.043206       -2.827269       -617.258392       306.582298       1.395233       -0.009905       -2.825622       -659.680043       204.666143       1.426058       0.075930       6.071636       -1610.153016       265.192593       0.164700        219.943293       166.952978       1.000000       -0.000000       24.923946       0.084708       25.762561       0.082517       64303.046491       0.000000       
2.070000       324.734447       -2.845380       -625.001879       308.040864       1.400385       -0.009982       -2.843657       -667.578690       205.873483       1.431255       0.076132       6.088374       -1613.034423       264.936819       0.164247        219.490683       167.036233       1.000000       -0.000000       25.079603       0.084646       25.916186       0.082476       64577.678479       0.000000       
2.080000       325.424133       -2.863523       -632.785676       309.503972       1.405543       -0.010057       -2.861726       -675.514730       207.089004       1.436455       0.076333       6.105103       -1615.893673       264.679179       0.163797        219.053219       167.129503       1.000000       -0.000000       25.235104       0.084586       26.069627       0.082437       64852.275775       0.000000       
2.090000       326.112256       -2.881700       -640.609617       310.971646       1.410708       -0.010132       -2.879826       -683.487957       208.312736       1.441660       0.076534       6.121824       -1618.730870       264.419711       0.163350        218.630581       167.232610       1.000000       -0.000000       25.390448       0.084528       26.222885       0.082399       65126.831499       0.000000       
2.100000       326.798809       -2.899925       -648.473527       312.422684       1.415879       -0.010188       -2.897973       -691.519239       209.554897       1.446884       0.076727       6.138536       -1621.307644       264.119605       0.162905        218.212964       167.346932       1.000000       -0.000000       25.545635       0.084472       26.376358       0.082363       65401.338641       0.000000       
2.110000       327.483781       -2.918181       -656.377199       313.878357       1.421055       -0.010243       -2.916152       -699.587639       210.805354       1.452113       0.076919       6.155239       -1623.860288       263.817588       0.162463        217.809784       167.470707       1.000000       -0.000000       25.700663       0.084419       26.529648       0.082328       65675.789080       0.000000       
2.120000       328.167168       -2.936454       -664.320489       315.359894       1.426237       -0.010314       -2.934347       -707.671508       212.053924       1.457329       0.077120       6.171933       -1626.629689       263.552708       0.162024        217.430028       167.602267       1.000000       -0.000000       25.855533       0.084367       26.682350       0.082296       65950.177204       0.000000       
2.130000       328.848964       -2.954758       -672.303223       316.846096       1.431425       -0.010384       -2.952574       -715.791714       213.310824       1.462548       0.077319       6.188618       -1629.377486       263.286153       0.161587        217.063919       167.743007       1.000000       -0.000000       26.010243       0.084316       26.834865       0.082265       66224.496310       0.000000       
2.140000       329.529159       -2.973124       -680.325196       318.294639       1.436619       -0.010419       -2.970859       -723.991744       214.596573       1.467803       0.077503       6.205294       -1631.617630       262.939616       0.161153        216.693035       167.895690       1.000000       -0.000000       26.164794       0.084269       26.988004       0.082234       66498.738698       0.000000       
2.150000       330.207747       -2.991490       -688.386222       319.790264       1.441817       -0.010487       -2.989145       -732.184309       215.870240       1.473029       0.077702       6.221960       -1634.320281       262.669670       0.160721        216.353623       168.054289       1.000000       -0.000000       26.319183       0.084222       27.140144       0.082206       66772.897533       0.000000       
2.160000       330.884721       -3.009916       -696.486129       321.248341       1.447021       -0.010520       -3.007491       -740.457064       217.172875       1.478291       0.077884       6.238617       -1636.510904       262.319494       0.160292        216.009317       168.224449       1.000000       -0.000000       26.473412       0.084178       27.292911       0.082179       67046.966569       0.000000       
2.170000       331.560072       -3.028341       -704.624697       322.753488       1.452230       -0.010586       -3.025836       -748.721093       218.463417       1.483522       0.078083       6.255264       -1639.168909       262.046309       0.159865        215.695571       168.400330       1.000000       -0.000000       26.627477       0.084134       27.444671       0.082154       67320.937823       0.000000       
2.180000       332.233796       -3.046827       -712.801763       324.221201       1.457443       -0.010617       -3.044239       -757.065658       219.783042       1.488790       0.078265       6.271901       -1641.310518       261.692652       0.159441        215.376836       168.587409       1.000000       -0.000000       26.781380       0.084093       27.597063       0.082129       67594.805669       0.000000       
2.190000       332.905883       -3.065309       -721.017099       325.735971       1.462661       -0.010681       -3.062641       -765.400235       221.090565       1.494026       0.078462       6.288529       -1643.924403       261.416385       0.159020        215.087791       168.780027       1.000000       -0.000000       26.935118       0.084053       27.748440       0.082107       67868.562128       0.000000       
2.200000       333.576329       -3.083852       -729.270524       327.213419       1.467884       -0.010710       -3.081101       -773.815672       222.427281       1.499299       0.078644       6.305146       -1646.017531       261.059405       0.158601        214.793680       168.983496       1.000000       -0.000000       27.088692       0.084015       27.900451       0.082085       68142.201016       0.000000       
2.210000       334.245126       -3.102391       -737.561837       328.737912       1.473111       -0.010772       -3.099559       -782.219862       223.751884       1.504540       0.078841       6.321752       -1648.587847       260.780210       0.158184        214.528428       169.192335       1.000000       -0.000000       27.242100       0.083979       28.051440       0.082065       68415.715573       0.000000       
2.220000       334.912267       -3.120989       -745.890817       330.225199       1.478342       -0.010799       -3.118073       -790.705232       225.105791       1.509817       0.079021       6.338348       -1650.633050       260.420062       0.157770        214.258048       169.411693       1.000000       -0.000000       27.395341       0.083944       28.203066       0.082046       68689.098434       0.000000       
2.230000       335.577745       -3.139615       -754.257266       331.717462       1.483577       -0.010825       -3.136615       -799.225413       226.468343       1.515096       0.079201       6.354934       -1652.653343       260.058311       0.157358        213.999308       169.638796       1.000000       -0.000000       27.548414       0.083910       28.354500       0.082028       68962.343167       0.000000       
2.240000       336.241554       -3.158268       -762.660977       333.214726       1.488816       -0.010851       -3.155183       -807.780166       227.839566       1.520377       0.079381       6.371509       -1654.648874       259.694994       0.156949        213.752000       169.873528       1.000000       -0.000000       27.701319       0.083878       28.505740       0.082011       69235.443052       0.000000       
2.250000       336.903687       -3.176930       -771.101724       334.738004       1.494058       -0.010891       -3.173762       -816.345143       229.209058       1.525642       0.079568       6.388072       -1656.875640       259.370205       0.156542        213.523959       170.114552       1.000000       -0.000000       27.854053       0.083848       28.656363       0.081996       69508.390911       0.000000       
2.260000       337.564138       -3.195618       -779.579299       336.266298       1.499305       -0.010931       -3.192366       -824.943780       230.587232       1.530909       0.079756       6.404625       -1659.080278       259.044089       0.156137        213.306783       170.363024       1.000000       -0.000000       28.006615       0.083818       28.806787       0.081982       69781.180207       0.000000       
2.270000       338.222899       -3.214348       -788.093481       337.778682       1.504554       -0.010954       -3.211011       -833.600327       231.984560       1.536195       0.079934       6.421167       -1661.004771       258.676476       0.155735        213.092423       170.620021       1.000000       -0.000000       28.159006       0.083790       28.957435       0.081969       70053.804105       0.000000       
2.280000       338.879966       -3.233104       -796.644046       339.296168       1.509807       -0.010975       -3.229680       -842.290440       233.390642       1.541481       0.080113       6.437697       -1662.905123       258.307459       0.155335        212.888731       170.884216       1.000000       -0.000000       28.311224       0.083764       29.107884       0.081957       70326.255785       0.000000       
2.290000       339.535330       -3.251883       -805.230774       340.818783       1.515062       -0.010995       -3.248374       -851.013864       234.805500       1.546769       0.080290       6.454216       -1664.781496       257.937076       0.154937        212.695529       171.155506       1.000000       -0.000000       28.463267       0.083739       29.258133       0.081945       70598.528604       0.000000       
2.300000       340.188987       -3.270688       -813.853441       342.346554       1.520321       -0.011015       -3.267092       -859.770346       236.229152       1.552058       0.080468       6.470723       -1666.634057       257.565367       0.154542        212.512643       171.433792       1.000000       -0.000000       28.615135       0.083715       29.408180       0.081936       70870.615940       0.000000       
2.310000       340.840930       -3.289516       -822.511822       343.879505       1.525582       -0.011033       -3.285833       -868.559629       237.661618       1.557348       0.080645       6.487218       -1668.462972       257.192371       0.154149        212.339904       171.718977       1.000000       -0.000000       28.766825       0.083692       29.558025       0.081927       71142.511193       0.000000       
2.320000       341.491154       -3.308367       -831.205689       345.417662       1.530846       -0.011050       -3.304598       -877.381453       239.102917       1.562638       0.080822       6.503701       -1670.268412       256.818127       0.153759        212.177149       172.010968       1.000000       -0.000000       28.918338       0.083670       29.707665       0.081919       71414.207780       0.000000       
2.330000       342.139651       -3.327259       -839.934807       346.940222       1.536112       -0.011051       -3.323400       -886.261319       240.563621       1.567947       0.080990       6.520173       -1671.785358       256.402003       0.153370        212.016848       172.310745       1.000000       -0.000000       29.069672       0.083650       29.857532       0.081911       71685.698971       0.000000       
2.340000       342.786417       -3.346173       -848.698938       348.468081       1.541381       -0.011050       -3.342225       -895.173617       242.033226       1.573256       0.081158       6.536632       -1673.276838       255.984557       0.152984        211.866374       172.617108       1.000000       -0.000000       29.220826       0.083631       30.007196       0.081905       71956.978057       0.000000       
2.350000       343.431445       -3.365092       -857.497854       350.022051       1.546651       -0.011064       -3.361057       -904.091898       243.501162       1.578547       0.081334       6.553079       -1675.010569       255.606656       0.152600        211.732784       172.928935       1.000000       -0.000000       29.371797       0.083613       30.156218       0.081900       72228.038690       0.000000       
2.360000       344.074729       -3.384032       -866.331301       351.581326       1.551924       -0.011078       -3.379910       -913.041644       244.977998       1.583838       0.081509       6.569513       -1676.721542       255.227667       0.152218        211.608564       173.247212       1.000000       -0.000000       29.522586       0.083596       30.305031       0.081896       72498.873852       0.000000       
2.370000       344.716263       -3.403012       -875.199037       353.125192       1.557198       -0.011074       -3.398799       -922.049201       246.474373       1.589148       0.081676       6.585935       -1678.140056       254.806650       0.151839        211.486509       173.572854       1.000000       -0.000000       29.673190       0.083581       30.454070       0.081893       72769.476888       0.000000       
2.380000       345.356042       -3.422013       -884.100834       354.674460       1.562474       -0.011070       -3.417710       -931.088124       247.979715       1.594457       0.081842       6.602344       -1679.533834       254.384471       0.151461        211.373689       173.904746       1.000000       -0.000000       29.823609       0.083566       30.602900       0.081890       73039.841873       0.000000       
2.390000       345.994060       -3.441016       -893.036435       356.249849       1.567752       -0.011081       -3.436625       -940.131074       249.483378       1.599747       0.082016       6.618740       -1681.175306       254.002301       0.151086        211.276880       174.241841       1.000000       -0.000000       29.973840       0.083552       30.751078       0.081889       73309.961847       0.000000       
2.400000       346.630311       -3.460075       -902.005589       357.789299       1.573030       -0.011059       -3.455591       -949.258925       251.017355       1.605075       0.082174       6.635124       -1682.247954       253.536788       0.150713        211.175206       174.586957       1.000000       -0.000000       30.123884       0.083540       30.899926       0.081888       73579.830220       0.000000       
2.410000       347.264792       -3.479118       -911.008070       359.375573       1.578310       -0.011068       -3.474546       -958.362789       252.538988       1.610364       0.082347       6.651494       -1683.843267       253.152644       0.150342        211.096046       174.936192       1.000000       -0.000000       30.273738       0.083528       31.047674       0.081889       73849.441339       0.000000       
2.420000       347.897493       -3.498198       -920.043590       360.946674       1.583591       -0.011060       -3.493535       -967.524149       254.080318       1.615671       0.082512       6.667851       -1685.141216       252.726293       0.149973        211.018749       175.292314       1.000000       -0.000000       30.423401       0.083518       31.195650       0.081890       74118.787573       0.000000       
2.430000       348.528414       -3.517296       -929.111938       362.523304       1.588873       -0.011051       -3.512543       -976.715502       255.630685       1.620977       0.082677       6.684194       -1686.415401       252.298977       0.149607        210.950031       175.654303       1.000000       -0.000000       30.572872       0.083508       31.343408       0.081892       74387.863875       0.000000       
2.440000       349.157545       -3.536432       -938.212809       364.084906       1.594155       -0.011025       -3.531585       -985.964651       257.200847       1.626301       0.082833       6.700524       -1687.387919       251.829232       0.149242        210.883210       176.022967       1.000000       -0.000000       30.722149       0.083500       31.491397       0.081894       74656.662277       0.000000       
2.450000       349.784885       -3.555549       -947.346001       365.693241       1.599438       -0.011030       -3.550614       -995.186953       258.758567       1.631585       0.083005       6.716841       -1688.893325       251.441616       0.148880        210.837847       176.395594       1.000000       -0.000000       30.871231       0.083492       31.638269       0.081898       74925.178183       0.000000       
2.460000       350.410425       -3.574720       -956.511210       367.266070       1.604722       -0.011003       -3.569691       -1004.495072       260.346895       1.636907       0.083160       6.733144       -1689.816999       250.969994       0.148519        210.787723       176.775607       1.000000       -0.000000       31.020117       0.083485       31.785820       0.081901       75193.403840       0.000000       
2.470000       351.034162       -3.593871       -965.708178       368.885576       1.610006       -0.011007       -3.588754       -1013.774845       261.922721       1.642188       0.083331       6.749432       -1691.278705       250.580880       0.148161        210.758556       177.159509       1.000000       -0.000000       31.168804       0.083479       31.932245       0.081907       75461.333023       0.000000       
2.480000       351.656092       -3.613076       -974.936691       370.469731       1.615290       -0.010977       -3.607865       -1023.140794       263.529257       1.647506       0.083485       6.765707       -1692.154374       250.107537       0.147804        210.724673       177.550601       1.000000       -0.000000       31.317293       0.083474       32.079351       0.081912       75728.961066       0.000000       
2.490000       352.276208       -3.632298       -984.196428       372.059607       1.620573       -0.010948       -3.626993       -1032.535411       265.144927       1.652823       0.083639       6.781968       -1693.005193       249.633322       0.147450        210.698812       177.947119       1.000000       -0.000000       31.465582       0.083470       32.226234       0.081918       75996.279889       0.000000       
2.500000       352.894505       -3.651536       -993.487125       373.655228       1.625857       -0.010917       -3.646136       -1041.958409       266.769739       1.658138       0.083793       6.798214       -1693.831380       249.158275       0.147097        210.680865       178.349001       1.000000       -0.000000       31.613668       0.083467       32.372893       0.081925       76263.283348       0.000000       
2.510000       353.510980       -3.670751       -1002.808553       375.297421       1.631140       -0.010917       -3.665263       -1051.350157       268.381934       1.663411       0.083963       6.814447       -1695.205896       248.766481       0.146747        210.682925       178.754639       1.000000       -0.000000       31.761550       0.083464       32.518410       0.081933       76529.966512       0.000000       
2.520000       354.125630       -3.690019       -1012.160446       376.904562       1.636423       -0.010885       -3.684438       -1060.828674       270.025027       1.668721       0.084115       6.830664       -1695.985819       248.290027       0.146399        210.680368       179.167094       1.000000       -0.000000       31.909229       0.083462       32.664613       0.081941       76796.323314       0.000000       
2.530000       354.738447       -3.709302       -1021.542497       378.517520       1.641705       -0.010852       -3.703626       -1070.334695       271.677286       1.674030       0.084268       6.846867       -1696.741777       247.812858       0.146052        210.685420       179.584729       1.000000       -0.000000       32.056701       0.083462       32.810588       0.081950       77062.346523       0.000000       
2.540000       355.349427       -3.728600       -1030.954436       380.136319       1.646987       -0.010818       -3.722829       -1079.867928       273.338719       1.679336       0.084420       6.863056       -1697.473997       247.335013       0.145708        210.697982       180.007487       1.000000       -0.000000       32.203965       0.083462       32.956332       0.081959       77328.030124       0.000000       
