TIME(s)       V       a22       a24       a25       a34       a35       b22       b24       b25       b34       b35       c11       c33       KDX       TDX       Km_a       Km_b       ny2       nz2       Wm       Xim       Wm_b       Xim_b       q       theta
0.000000       250.000000       -1.635600       -286.202905       156.133360       0.794467       -0.000088       -1.635600       -286.202905       80.770330       0.795468       0.066741       4.394635       -502.155435       114.265552       0.227550        107.840483       72.478628       1.000000       -0.000000       16.955894       0.071658       16.955942       0.071688       38274.165000       0.000000       
0.010000       249.950731       -1.660252       -367.830140       121.846401       0.903925       0.021746       -1.604074       -312.683813       96.248357       0.826624       0.054352       4.393769       -232.609982       52.940873       0.227595        79.952503       76.858380       1.000000       -0.000000       19.217983       0.066713       17.720321       0.068585       38259.080597       0.000000       
0.020000       249.900387       -1.659797       -367.681981       121.762561       0.903735       0.021747       -1.603564       -312.562854       96.197924       0.826460       0.054338       4.392884       -232.481002       52.922177       0.227641        79.899578       76.818308       1.000000       -0.000000       19.214109       0.066710       17.716888       0.068579       38243.670222       0.000000       
0.030000       249.850060       -1.659364       -367.533903       121.695424       0.903545       0.021743       -1.603129       -312.436975       96.149518       0.826286       0.054324       4.392000       -232.307072       52.893236       0.227687        79.855986       76.779561       1.000000       -0.000000       19.210237       0.066707       17.713318       0.068576       38228.268192       0.000000       
0.040000       249.799751       -1.658910       -367.385905       121.611707       0.903355       0.021744       -1.602619       -312.316146       96.099151       0.826123       0.054310       4.391115       -232.177744       52.874436       0.227733        79.803139       76.739541       1.000000       -0.000000       19.206366       0.066704       17.709887       0.068570       38212.874502       0.000000       
0.050000       249.749462       -1.658456       -367.237998       121.528062       0.903165       0.021744       -1.602110       -312.195391       96.048821       0.825959       0.054296       4.390231       -232.048150       52.855564       0.227778        79.750337       76.699550       1.000000       -0.000000       19.202496       0.066700       17.706458       0.068565       38197.490269       0.000000       
0.060000       249.699190       -1.658023       -367.090171       121.461091       0.902976       0.021741       -1.601676       -312.069721       96.000517       0.825785       0.054282       4.389348       -231.874239       52.826585       0.227824        79.706851       76.660884       1.000000       -0.000000       19.198628       0.066697       17.702891       0.068561       38182.114361       0.000000       
0.070000       249.648935       -1.657570       -366.942424       121.377569       0.902786       0.021741       -1.601167       -311.949096       95.950253       0.825622       0.054268       4.388464       -231.744300       52.807609       0.227870        79.654126       76.620945       1.000000       -0.000000       19.194761       0.066694       17.699465       0.068555       38166.746773       0.000000       
0.080000       249.598701       -1.657117       -366.794768       121.294118       0.902596       0.021742       -1.600658       -311.828545       95.900027       0.825458       0.054254       4.387581       -231.614097       52.788562       0.227916        79.601445       76.581034       1.000000       -0.000000       19.190896       0.066691       17.696040       0.068550       38151.388620       0.000000       
0.090000       249.548484       -1.656685       -366.647192       121.227312       0.902406       0.021739       -1.600224       -311.703083       95.851823       0.825285       0.054240       4.386698       -231.440207       52.759544       0.227962        79.558065       76.542448       1.000000       -0.000000       19.187032       0.066688       17.692476       0.068546       38136.038774       0.000000       
0.100000       249.498285       -1.656232       -366.499695       121.143984       0.902217       0.021739       -1.599716       -311.582661       95.801663       0.825122       0.054226       4.385816       -231.309661       52.740394       0.228008        79.505461       76.502590       1.000000       -0.000000       19.183169       0.066685       17.689054       0.068541       38120.697227       0.000000       
0.110000       249.448105       -1.655780       -366.352289       121.060727       0.902028       0.021739       -1.599207       -311.462312       95.751540       0.824958       0.054213       4.384934       -231.178851       52.721172       0.228054        79.452902       76.462760       1.000000       -0.000000       19.179308       0.066681       17.685632       0.068535       38105.365093       0.000000       
0.120000       249.397943       -1.655348       -366.204963       120.994086       0.901838       0.021736       -1.598774       -311.337059       95.703437       0.824785       0.054198       4.384052       -231.004984       52.692117       0.228099        79.409627       76.424254       1.000000       -0.000000       19.175448       0.066679       17.682073       0.068532       38090.041246       0.000000       
0.130000       249.347798       -1.654896       -366.057716       120.910952       0.901649       0.021736       -1.598266       -311.216840       95.653379       0.824622       0.054185       4.383171       -230.873833       52.672792       0.228145        79.357145       76.384476       1.000000       -0.000000       19.171590       0.066675       17.678654       0.068526       38074.725680       0.000000       
0.140000       249.297674       -1.654444       -365.910560       120.827888       0.901460       0.021737       -1.597758       -311.096693       95.603359       0.824459       0.054171       4.382289       -230.742421       52.653395       0.228191        79.304707       76.344726       1.000000       -0.000000       19.167733       0.066672       17.675236       0.068520       38059.419505       0.000000       
0.150000       249.247565       -1.653993       -365.763479       120.744889       0.901270       0.021737       -1.597251       -310.976606       95.553370       0.824296       0.054157       4.381409       -230.610731       52.633924       0.228237        79.252308       76.305002       1.000000       -0.000000       19.163877       0.066669       17.671820       0.068514       38044.121225       0.000000       
0.160000       249.197474       -1.653562       -365.616478       120.678467       0.901081       0.021734       -1.596818       -310.851624       95.505399       0.824123       0.054143       4.380528       -230.436818       52.604803       0.228283        79.209173       76.266600       1.000000       -0.000000       19.160023       0.066666       17.668265       0.068511       38028.831207       0.000000       
0.170000       249.147399       -1.653110       -365.469556       120.595590       0.900892       0.021734       -1.596311       -310.731667       95.455477       0.823960       0.054129       4.379648       -230.304790       52.585230       0.228329        79.156851       76.226927       1.000000       -0.000000       19.156170       0.066663       17.664851       0.068505       38013.549443       0.000000       
0.180000       249.097345       -1.652659       -365.322724       120.512783       0.900703       0.021735       -1.595804       -310.611782       95.405591       0.823797       0.054116       4.378768       -230.172502       52.565585       0.228375        79.104574       76.187282       1.000000       -0.000000       19.152318       0.066659       17.661438       0.068500       37998.277044       0.000000       
0.190000       249.047308       -1.652229       -365.175972       120.446524       0.900514       0.021731       -1.595372       -310.487007       95.357719       0.823624       0.054101       4.377888       -229.998616       52.536427       0.228421        79.061543       76.148960       1.000000       -0.000000       19.148468       0.066657       17.657888       0.068496       37983.012887       0.000000       
0.200000       248.997288       -1.651778       -365.029298       120.363839       0.900326       0.021732       -1.594865       -310.367251       95.307899       0.823461       0.054088       4.377009       -229.865992       52.516681       0.228467        79.009342       76.109367       1.000000       -0.000000       19.144619       0.066653       17.654477       0.068490       37967.756966       0.000000       
0.210000       248.947288       -1.651328       -364.882715       120.281224       0.900137       0.021732       -1.594358       -310.247567       95.258116       0.823298       0.054074       4.376130       -229.733110       52.496863       0.228512        78.957185       76.069802       1.000000       -0.000000       19.140772       0.066650       17.651068       0.068485       37952.510388       0.000000       
0.220000       248.897306       -1.650898       -364.736210       120.215129       0.899948       0.021729       -1.593927       -310.123000       95.210344       0.823126       0.054059       4.375252       -229.559251       52.467669       0.228558        78.914258       76.031560       1.000000       -0.000000       19.136926       0.066647       17.647521       0.068481       37937.272032       0.000000       
0.230000       248.847340       -1.650448       -364.589785       120.132636       0.899760       0.021729       -1.593421       -310.003444       95.160626       0.822963       0.054046       4.374373       -229.426035       52.447750       0.228604        78.862177       75.992046       1.000000       -0.000000       19.133081       0.066644       17.644114       0.068476       37922.041893       0.000000       
0.240000       248.797395       -1.649998       -364.443449       120.050212       0.899571       0.021729       -1.592915       -309.883961       95.110944       0.822801       0.054032       4.373495       -229.292563       52.427760       0.228650        78.810140       75.952561       1.000000       -0.000000       19.129238       0.066641       17.640709       0.068470       37906.821075       0.000000       
0.250000       248.747467       -1.649569       -364.297192       119.984280       0.899383       0.021726       -1.592484       -309.759600       95.063272       0.822628       0.054018       4.372618       -229.118733       52.398529       0.228696        78.767317       75.914397       1.000000       -0.000000       19.125396       0.066638       17.637166       0.068467       37891.608461       0.000000       
0.260000       248.697556       -1.649120       -364.151014       119.901978       0.899194       0.021727       -1.591979       -309.640245       95.013656       0.822466       0.054004       4.371740       -228.984929       52.378438       0.228742        78.715356       75.874963       1.000000       -0.000000       19.121556       0.066635       17.633763       0.068461       37876.404043       0.000000       
0.270000       248.647660       -1.648671       -364.004911       119.819739       0.899006       0.021727       -1.591473       -309.520950       94.964071       0.822303       0.053991       4.370863       -228.850852       52.358274       0.228788        78.663434       75.835553       1.000000       -0.000000       19.117716       0.066631       17.630361       0.068455       37861.207448       0.000000       
0.280000       248.597785       -1.648222       -363.858897       119.737570       0.898818       0.021727       -1.590968       -309.401727       94.914523       0.822141       0.053977       4.369986       -228.716520       52.338039       0.228834        78.611556       75.796172       1.000000       -0.000000       19.113878       0.066628       17.626960       0.068449       37846.020146       0.000000       
0.290000       248.547927       -1.647793       -363.712962       119.671854       0.898629       0.021724       -1.590538       -309.277634       94.866981       0.821969       0.053963       4.369110       -228.542655       52.308743       0.228880        78.568871       75.758112       1.000000       -0.000000       19.110042       0.066625       17.623422       0.068446       37830.841023       0.000000       
0.300000       248.498085       -1.647345       -363.567106       119.589805       0.898441       0.021724       -1.590033       -309.158538       94.817497       0.821807       0.053949       4.368234       -228.407995       52.288408       0.228925        78.517068       75.718781       1.000000       -0.000000       19.106207       0.066622       17.620024       0.068440       37815.670073       0.000000       
0.310000       248.448264       -1.646896       -363.421338       119.507826       0.898253       0.021725       -1.589528       -309.039515       94.768050       0.821644       0.053936       4.367358       -228.273081       52.268002       0.228971        78.465309       75.679479       1.000000       -0.000000       19.102373       0.066619       17.616627       0.068435       37800.508395       0.000000       
0.320000       248.398460       -1.646468       -363.275650       119.442272       0.898065       0.021721       -1.589098       -308.915627       94.720607       0.821472       0.053921       4.366483       -228.099248       52.238671       0.229017        78.422727       75.641498       1.000000       -0.000000       19.098541       0.066616       17.613092       0.068431       37785.354877       0.000000       
0.330000       248.348673       -1.646020       -363.130039       119.360413       0.897877       0.021722       -1.588594       -308.796731       94.671225       0.821310       0.053908       4.365607       -227.964007       52.218165       0.229063        78.371044       75.602246       1.000000       -0.000000       19.094710       0.066613       17.609698       0.068425       37770.209511       0.000000       
0.340000       248.298906       -1.645572       -362.984518       119.278624       0.897690       0.021722       -1.588089       -308.677907       94.621879       0.821148       0.053894       4.364733       -227.828515       52.197588       0.229109        78.319404       75.563023       1.000000       -0.000000       19.090881       0.066609       17.606305       0.068420       37755.073398       0.000000       
0.350000       248.249156       -1.645145       -362.839074       119.213230       0.897502       0.021719       -1.587661       -308.554224       94.574535       0.820976       0.053880       4.363858       -227.654716       52.168222       0.229155        78.276925       75.525120       1.000000       -0.000000       19.087053       0.066607       17.602774       0.068416       37739.945425       0.000000       
0.360000       248.199422       -1.644698       -362.693709       119.131561       0.897314       0.021719       -1.587157       -308.435527       94.525254       0.820815       0.053866       4.362984       -227.518899       52.147546       0.229201        78.225360       75.485947       1.000000       -0.000000       19.083226       0.066603       17.599383       0.068411       37724.825586       0.000000       
0.370000       248.149707       -1.644251       -362.548426       119.049958       0.897127       0.021719       -1.586653       -308.316895       94.476006       0.820653       0.053853       4.362110       -227.382822       52.126798       0.229247        78.173836       75.446801       1.000000       -0.000000       19.079401       0.066600       17.595993       0.068405       37709.714243       0.000000       
0.380000       248.100010       -1.643804       -362.403224       118.968420       0.896939       0.021720       -1.586149       -308.198329       94.426792       0.820491       0.053839       4.361236       -227.246487       52.105979       0.229293        78.122354       75.407681       1.000000       -0.000000       19.075576       0.066597       17.592605       0.068399       37694.611390       0.000000       
0.390000       248.050329       -1.643377       -362.258101       118.903241       0.896752       0.021716       -1.585721       -308.074911       94.379577       0.820319       0.053825       4.360363       -227.072660       52.076550       0.229339        78.080011       75.369880       1.000000       -0.000000       19.071754       0.066594       17.589079       0.068396       37679.516651       0.000000       
0.400000       248.000665       -1.642930       -362.113055       118.821823       0.896564       0.021717       -1.585218       -307.956472       94.330428       0.820158       0.053812       4.359490       -226.936003       52.055631       0.229385        78.028603       75.330810       1.000000       -0.000000       19.067932       0.066591       17.585693       0.068390       37664.430023       0.000000       
0.410000       247.951022       -1.642484       -361.968098       118.740474       0.896377       0.021717       -1.584715       -307.838104       94.281314       0.819996       0.053798       4.358617       -226.799097       52.034643       0.229431        77.977239       75.291769       1.000000       -0.000000       19.064112       0.066587       17.582308       0.068384       37649.352598       0.000000       
0.420000       247.901395       -1.642058       -361.823218       118.675455       0.896189       0.021714       -1.584287       -307.714891       94.234197       0.819825       0.053784       4.357745       -226.625307       52.005179       0.229476        77.934998       75.254046       1.000000       -0.000000       19.060294       0.066585       17.578786       0.068381       37634.283271       0.000000       
0.430000       247.851785       -1.641612       -361.678417       118.594225       0.896002       0.021714       -1.583784       -307.596649       94.185148       0.819663       0.053770       4.356873       -226.488082       51.984092       0.229522        77.883709       75.215054       1.000000       -0.000000       19.056477       0.066581       17.575404       0.068375       37619.222033       0.000000       
0.440000       247.802195       -1.641166       -361.533703       118.513064       0.895815       0.021714       -1.583282       -307.478479       94.136135       0.819502       0.053757       4.356001       -226.350608       51.962936       0.229568        77.832462       75.176091       1.000000       -0.000000       19.052661       0.066578       17.572023       0.068370       37604.169979       0.000000       
0.450000       247.752622       -1.640741       -361.389068       118.448204       0.895628       0.021711       -1.582855       -307.355468       94.089115       0.819331       0.053742       4.355130       -226.176858       51.933438       0.229614        77.790323       75.138445       1.000000       -0.000000       19.048847       0.066575       17.568504       0.068366       37589.126003       0.000000       
0.460000       247.703066       -1.640296       -361.244509       118.367162       0.895441       0.021711       -1.582352       -307.237424       94.040166       0.819169       0.053729       4.354259       -226.039067       51.912182       0.229660        77.739151       75.099532       1.000000       -0.000000       19.045033       0.066572       17.565126       0.068361       37574.090098       0.000000       
0.470000       247.653530       -1.639850       -361.100039       118.286188       0.895254       0.021712       -1.581850       -307.119451       93.991253       0.819008       0.053716       4.353388       -225.901030       51.890858       0.229706        77.688021       75.060647       1.000000       -0.000000       19.041222       0.066569       17.561748       0.068355       37559.063355       0.000000       
0.480000       247.604010       -1.639415       -360.955645       118.213382       0.895067       0.021710       -1.581386       -306.999090       93.943350       0.818842       0.053702       4.352517       -225.745025       51.865394       0.229752        77.641457       75.022432       1.000000       -0.000000       19.037411       0.066566       17.558303       0.068350       37544.044489       0.000000       
0.490000       247.554507       -1.638981       -360.811328       118.140630       0.894881       0.021709       -1.580922       -306.878793       93.895480       0.818676       0.053688       4.351647       -225.588963       51.839902       0.229798        77.594928       74.984243       1.000000       -0.000000       19.033602       0.066563       17.554858       0.068346       37529.033676       0.000000       
0.500000       247.505020       -1.638536       -360.667087       118.059837       0.894694       0.021709       -1.580421       -306.761005       93.846662       0.818515       0.053674       4.350777       -225.450349       51.818408       0.229844        77.543911       74.945431       1.000000       -0.000000       19.029794       0.066560       17.551484       0.068340       37514.030728       0.000000       
0.510000       247.455553       -1.638092       -360.522934       117.979112       0.894507       0.021709       -1.579919       -306.643287       93.797879       0.818354       0.053661       4.349908       -225.311490       51.796844       0.229890        77.492938       74.906648       1.000000       -0.000000       19.025988       0.066556       17.548112       0.068334       37499.036915       0.000000       
0.520000       247.406102       -1.637668       -360.378858       117.914622       0.894321       0.021706       -1.579494       -306.520743       93.751084       0.818183       0.053647       4.349038       -225.137761       51.767250       0.229936        77.451035       74.869181       1.000000       -0.000000       19.022183       0.066554       17.544602       0.068331       37484.051137       0.000000       
0.530000       247.356668       -1.637224       -360.234859       117.834015       0.894134       0.021706       -1.578992       -306.403151       93.702365       0.818022       0.053633       4.348169       -224.998589       51.745589       0.229982        77.400135       74.830448       1.000000       -0.000000       19.018379       0.066550       17.541231       0.068325       37469.073388       0.000000       
0.540000       247.307255       -1.636780       -360.090947       117.753476       0.893948       0.021707       -1.578491       -306.285629       93.653682       0.817861       0.053620       4.347301       -224.859175       51.723859       0.230028        77.349278       74.791742       1.000000       -0.000000       19.014577       0.066547       17.537862       0.068319       37454.104753       0.000000       
0.550000       247.257858       -1.636356       -359.947113       117.689145       0.893761       0.021703       -1.578066       -306.163287       93.606984       0.817691       0.053605       4.346432       -224.685489       51.694232       0.230074        77.307477       74.754352       1.000000       -0.000000       19.010777       0.066544       17.534356       0.068316       37439.144135       0.000000       
0.560000       247.208477       -1.635913       -359.803356       117.608723       0.893575       0.021704       -1.577566       -306.045891       93.558364       0.817530       0.053592       4.345564       -224.545764       51.672404       0.230120        77.256693       74.715696       1.000000       -0.000000       19.006977       0.066541       17.530990       0.068310       37424.191526       0.000000       
0.570000       247.159117       -1.635470       -359.659686       117.528370       0.893389       0.021704       -1.577065       -305.928565       93.509780       0.817369       0.053579       4.344697       -224.405798       51.650508       0.230166        77.205952       74.677067       1.000000       -0.000000       19.003179       0.066538       17.527624       0.068305       37409.248012       0.000000       
0.580000       247.109773       -1.635037       -359.516091       117.456137       0.893203       0.021702       -1.576603       -305.808861       93.462203       0.817204       0.053565       4.343829       -224.248865       51.624695       0.230212        77.159750       74.639109       1.000000       -0.000000       18.999382       0.066535       17.524191       0.068300       37394.312313       0.000000       
0.590000       247.060445       -1.634604       -359.372574       117.383958       0.893017       0.021701       -1.576141       -305.689220       93.414657       0.817038       0.053551       4.342962       -224.091877       51.598854       0.230258        77.113583       74.601175       1.000000       -0.000000       18.995586       0.066532       17.520759       0.068296       37379.384606       0.000000       
0.600000       247.011134       -1.634161       -359.229131       117.303784       0.892831       0.021701       -1.575641       -305.572077       93.366167       0.816878       0.053538       4.342095       -223.951344       51.576790       0.230304        77.062953       74.562620       1.000000       -0.000000       18.991792       0.066529       17.517397       0.068290       37364.464704       0.000000       
0.610000       246.961842       -1.633719       -359.085775       117.223677       0.892645       0.021701       -1.575141       -305.455005       93.317712       0.816717       0.053524       4.341229       -223.810572       51.554657       0.230350        77.012366       74.524092       1.000000       -0.000000       18.987999       0.066525       17.514036       0.068284       37349.553870       0.000000       
0.620000       246.912567       -1.633297       -358.942496       117.159712       0.892459       0.021698       -1.574717       -305.333125       93.271237       0.816547       0.053510       4.340363       -223.636919       51.524937       0.230395        76.970799       74.486880       1.000000       -0.000000       18.984208       0.066523       17.510538       0.068281       37334.651008       0.000000       
0.630000       246.863308       -1.632855       -358.799294       117.079722       0.892273       0.021698       -1.574218       -305.216178       93.222845       0.816387       0.053497       4.339497       -223.495840       51.502708       0.230441        76.920285       74.448401       1.000000       -0.000000       18.980417       0.066519       17.507180       0.068275       37319.756114       0.000000       
0.640000       246.814070       -1.632413       -358.656178       116.999799       0.892087       0.021699       -1.573719       -305.099300       93.174489       0.816226       0.053483       4.338631       -223.354523       51.480411       0.230487        76.869814       74.409951       1.000000       -0.000000       18.976629       0.066516       17.503823       0.068269       37304.870268       0.000000       
0.650000       246.764848       -1.631991       -358.513139       116.935991       0.891902       0.021695       -1.573296       -304.977621       93.128110       0.816056       0.053469       4.337766       -223.180919       51.450658       0.230533        76.828346       74.372815       1.000000       -0.000000       18.972842       0.066513       17.500329       0.068266       37289.992376       0.000000       
0.660000       246.715642       -1.631550       -358.370177       116.856185       0.891716       0.021696       -1.572797       -304.860868       93.079817       0.815896       0.053456       4.336901       -223.039298       51.428264       0.230579        76.777948       74.334413       1.000000       -0.000000       18.969055       0.066510       17.496974       0.068260       37275.122433       0.000000       
0.670000       246.666457       -1.631108       -358.227301       116.776446       0.891530       0.021696       -1.572298       -304.744184       93.031559       0.815736       0.053442       4.336037       -222.897440       51.405803       0.230625        76.727592       74.296039       1.000000       -0.000000       18.965270       0.066507       17.493621       0.068254       37260.261517       0.000000       
0.680000       246.617287       -1.630677       -358.084500       116.704781       0.891345       0.021694       -1.571837       -304.625132       92.984303       0.815571       0.053428       4.335172       -222.739606       51.379644       0.230671        76.681748       74.258334       1.000000       -0.000000       18.961487       0.066504       17.490199       0.068250       37245.408357       0.000000       
0.690000       246.568134       -1.630247       -357.941775       116.633169       0.891160       0.021693       -1.571377       -304.506142       92.937079       0.815406       0.053415       4.334308       -222.581720       51.353460       0.230717        76.635939       74.220654       1.000000       -0.000000       18.957705       0.066501       17.486779       0.068245       37230.563128       0.000000       
0.700000       246.518997       -1.629806       -357.799125       116.553607       0.890974       0.021693       -1.570879       -304.389641       92.888914       0.815246       0.053401       4.333444       -222.439307       51.330832       0.230763        76.585694       74.182353       1.000000       -0.000000       18.953924       0.066498       17.483429       0.068240       37215.725644       0.000000       
0.710000       246.469880       -1.629365       -357.656561       116.474113       0.890789       0.021693       -1.570381       -304.273209       92.840784       0.815086       0.053388       4.332581       -222.296659       51.308137       0.230809        76.535490       74.144079       1.000000       -0.000000       18.950145       0.066494       17.480080       0.068234       37200.897160       0.000000       
0.720000       246.420779       -1.628945       -357.514073       116.410667       0.890604       0.021690       -1.569959       -304.151989       92.794626       0.814917       0.053374       4.331718       -222.123098       51.278293       0.230855        76.494254       74.107118       1.000000       -0.000000       18.946367       0.066492       17.476595       0.068231       37186.076588       0.000000       
0.730000       246.371695       -1.628505       -357.371661       116.331288       0.890419       0.021690       -1.569461       -304.035681       92.746559       0.814757       0.053360       4.330855       -221.980151       51.255502       0.230901        76.444123       74.068894       1.000000       -0.000000       18.942590       0.066488       17.473248       0.068225       37171.263924       0.000000       
0.740000       246.322630       -1.628065       -357.229336       116.251976       0.890234       0.021691       -1.568964       -303.919442       92.698527       0.814597       0.053347       4.329993       -221.836969       51.232644       0.230947        76.394034       74.030696       1.000000       -0.000000       18.938814       0.066485       17.469903       0.068219       37156.460240       0.000000       
0.750000       246.273582       -1.627646       -357.087086       116.188686       0.890049       0.021687       -1.568542       -303.798421       92.652464       0.814428       0.053333       4.329130       -221.663462       51.202769       0.230993        76.352897       73.993811       1.000000       -0.000000       18.935041       0.066482       17.466422       0.068216       37141.664450       0.000000       
0.760000       246.224550       -1.627206       -356.944913       116.109489       0.889864       0.021688       -1.568045       -303.682306       92.604494       0.814268       0.053320       4.328268       -221.519983       51.179816       0.231039        76.302880       73.955662       1.000000       -0.000000       18.931268       0.066479       17.463079       0.068210       37126.876549       0.000000       
0.770000       246.175536       -1.626767       -356.802818       116.030356       0.889679       0.021688       -1.567548       -303.566254       92.556557       0.814109       0.053306       4.327407       -221.376263       51.156794       0.231085        76.252902       73.917539       1.000000       -0.000000       18.927496       0.066476       17.459737       0.068204       37112.096890       0.000000       
0.780000       246.126541       -1.626337       -356.660805       115.959253       0.889494       0.021686       -1.567089       -303.447848       92.509621       0.813944       0.053293       4.326546       -221.217555       51.130296       0.231131        76.207414       73.880085       1.000000       -0.000000       18.923726       0.066473       17.456328       0.068200       37097.325646       0.000000       
0.790000       246.077561       -1.625909       -356.518867       115.888203       0.889309       0.021685       -1.566630       -303.329505       92.462715       0.813780       0.053279       4.325685       -221.058798       51.103772       0.231177        76.161960       73.842656       1.000000       -0.000000       18.919958       0.066470       17.452919       0.068195       37082.562273       0.000000       
0.800000       246.028597       -1.625470       -356.377003       115.809248       0.889125       0.021685       -1.566134       -303.213640       92.414873       0.813620       0.053265       4.324824       -220.914542       51.080587       0.231223        76.112094       73.804607       1.000000       -0.000000       18.916190       0.066467       17.449581       0.068189       37067.806585       0.000000       
0.810000       245.979653       -1.625031       -356.235225       115.730360       0.888940       0.021685       -1.565638       -303.097844       92.367066       0.813461       0.053252       4.323964       -220.770056       51.057335       0.231269        76.062270       73.766585       1.000000       -0.000000       18.912424       0.066463       17.446244       0.068184       37053.059832       0.000000       
0.820000       245.930726       -1.624613       -356.093522       115.667429       0.888756       0.021682       -1.565217       -302.977279       92.321222       0.813292       0.053238       4.323103       -220.596603       51.027371       0.231315        76.021363       73.729874       1.000000       -0.000000       18.908660       0.066461       17.442771       0.068180       37038.320931       0.000000       
0.830000       245.881815       -1.624175       -355.951895       115.588656       0.888571       0.021682       -1.564721       -302.861605       92.273476       0.813133       0.053225       4.322244       -220.451824       51.004025       0.231361        75.971611       73.691900       1.000000       -0.000000       18.904896       0.066458       17.439436       0.068175       37023.589877       0.000000       
0.840000       245.832923       -1.623737       -355.810353       115.509948       0.888387       0.021682       -1.564226       -302.746001       92.225765       0.812974       0.053211       4.321384       -220.306816       50.980613       0.231407        75.921900       73.653954       1.000000       -0.000000       18.901134       0.066454       17.436103       0.068169       37008.867737       0.000000       
0.850000       245.784048       -1.623319       -355.668887       115.447171       0.888203       0.021679       -1.563806       -302.625633       92.180016       0.812805       0.053197       4.320525       -220.133421       50.950618       0.231453        75.881090       73.617318       1.000000       -0.000000       18.897373       0.066452       17.432633       0.068166       36994.153431       0.000000       
0.860000       245.735189       -1.622881       -355.527496       115.368578       0.888018       0.021679       -1.563310       -302.510151       92.132367       0.812646       0.053184       4.319666       -219.988121       50.927111       0.231499        75.831451       73.579420       1.000000       -0.000000       18.893614       0.066448       17.429302       0.068160       36979.446955       0.000000       
0.870000       245.686348       -1.622444       -355.386184       115.290048       0.887834       0.021679       -1.562815       -302.394732       92.084750       0.812487       0.053171       4.318808       -219.842585       50.903537       0.231545        75.781852       73.541547       1.000000       -0.000000       18.889856       0.066445       17.425972       0.068154       36964.748658       0.000000       
0.880000       245.637524       -1.622006       -355.244950       115.211580       0.887650       0.021680       -1.562320       -302.279376       92.037166       0.812328       0.053158       4.317949       -219.696812       50.879895       0.231591        75.732291       73.503699       1.000000       -0.000000       18.886099       0.066442       17.422643       0.068148       36950.058536       0.000000       
0.890000       245.588717       -1.621590       -355.103792       115.149007       0.887466       0.021676       -1.561901       -302.159264       91.991540       0.812159       0.053143       4.317091       -219.523423       50.849843       0.231637        75.691611       73.467161       1.000000       -0.000000       18.882344       0.066439       17.419178       0.068145       36935.376224       0.000000       
0.900000       245.539925       -1.621153       -354.962708       115.070653       0.887282       0.021677       -1.561406       -302.044030       91.944017       0.812000       0.053130       4.316234       -219.377362       50.826108       0.231683        75.642122       73.429361       1.000000       -0.000000       18.878589       0.066436       17.415852       0.068139       36920.701718       0.000000       
0.910000       245.491154       -1.620716       -354.821710       114.992366       0.887098       0.021677       -1.560912       -301.928865       91.896529       0.811842       0.053117       4.315376       -219.231075       50.802306       0.231729        75.592675       73.391588       1.000000       -0.000000       18.874836       0.066433       17.412526       0.068134       36906.036081       0.000000       
0.920000       245.442399       -1.620300       -354.680787       114.929945       0.886914       0.021674       -1.560493       -301.808949       91.850996       0.811673       0.053103       4.314519       -219.057746       50.772224       0.231776        75.552092       73.355125       1.000000       -0.000000       18.871085       0.066430       17.409065       0.068130       36891.378237       0.000000       
0.930000       245.393660       -1.619863       -354.539938       114.851771       0.886731       0.021674       -1.559999       -301.693906       91.803570       0.811514       0.053090       4.313663       -218.911172       50.748330       0.231822        75.502715       73.317401       1.000000       -0.000000       18.867335       0.066427       17.405742       0.068124       36876.728180       0.000000       
0.940000       245.344940       -1.619427       -354.399175       114.773662       0.886547       0.021674       -1.559505       -301.578931       91.756177       0.811356       0.053076       4.312806       -218.764373       50.724369       0.231868        75.453380       73.279703       1.000000       -0.000000       18.863586       0.066424       17.402421       0.068119       36862.086972       0.000000       
0.950000       245.296237       -1.619001       -354.258485       114.703503       0.886363       0.021672       -1.559049       -301.461612       91.709777       0.811192       0.053063       4.311950       -218.604219       50.697299       0.231914        75.408488       73.242671       1.000000       -0.000000       18.859838       0.066421       17.399032       0.068114       36847.453361       0.000000       
0.960000       245.247549       -1.618576       -354.117869       114.633396       0.886180       0.021671       -1.558593       -301.344355       91.663406       0.811029       0.053049       4.311094       -218.444018       50.670203       0.231960        75.363629       73.205663       1.000000       -0.000000       18.856092       0.066418       17.395644       0.068110       36832.827520       0.000000       
0.970000       245.198877       -1.618140       -353.977326       114.555460       0.885996       0.021671       -1.558099       -301.229559       91.616105       0.810871       0.053036       4.310239       -218.296694       50.646081       0.232006        75.314401       73.168037       1.000000       -0.000000       18.852347       0.066414       17.392325       0.068104       36818.209266       0.000000       
0.980000       245.150225       -1.617705       -353.836868       114.477590       0.885813       0.021671       -1.557606       -301.114831       91.568838       0.810712       0.053023       4.309383       -218.149146       50.621893       0.232052        75.265214       73.130437       1.000000       -0.000000       18.848603       0.066411       17.389008       0.068098       36803.599835       0.000000       
0.990000       245.101589       -1.617290       -353.696485       114.415522       0.885629       0.021668       -1.557189       -300.995365       91.523521       0.810544       0.053009       4.308528       -217.975891       50.591726       0.232098        75.224857       73.094145       1.000000       -0.000000       18.844861       0.066409       17.385555       0.068095       36788.998156       0.000000       
